"strong","mounce_parsed","row_type"
"G3679","rebuke revile","lookup"
"G1110","acquainted with","lookup"
"G1110","known to","lookup"
"G0483","- to dispute","lookup"
"G0483","refuse","lookup"
"G1702","to mock","lookup"
"G1702","ridicule","lookup"
"G4537","to sound a trumpet","description"
"G0048","to purify","lookup"
"G0048","ceremonially cleanse","lookup"
"G3431","(act.) to commit adultery","description"
"G3431","(passive) to become an adulterer","description"
"G1295","save","lookup"
"G1295","spare","lookup"
"G1295","bring safely through a dangerous or distressing situation","description"
"G1295","with a focus that the rescue is complete or full","description"
"G1295","to heal","lookup"
"G1295","with a focus that the injured or sick person goes from the danger of ill health to the safety of a completely restored or healthy life","description"
"G3170","to glorify","lookup"
"G3170","regard highly","lookup"
"G3170","praise","lookup"
"G3170","exalt","lookup"
"G3170","to lengthen","lookup"
"G3170","expand magnify","lookup"
"G0299","unblemished","lookup"
"G0299","blameless","lookup"
"G1818","to deceive","lookup"
"G1818","cheat","lookup"
"G4267","to know beforehand","lookup"
"G4267","foreknow","lookup"
"G4267","(middle) to choose beforehand","description"
"G5244","exceedingly","lookup"
"G5244","beyond measure","lookup"
"G5244","(with G0652) super-apostles","lookup"
"G5287","confidence","lookup"
"G5287","trust","lookup"
"G5287","being sure","lookup"
"G5287","being","lookup"
"G5287","essence","lookup"
"G3027","robber","lookup"
"G3027","bandit","lookup"
"G3027","rebel","lookup"
"G3027","revolutionary","lookup"
"G3027","this word is derived from the Greek verb","description"
"G3027","to practice robbery or piracy","description"
"G3027","not found in the NT","description"
"G2906","crying out","lookup"
"G2906","shouting","lookup"
"G2906","verbal brawling","lookup"
"G0103","to sing","lookup"
"G4731","solid","lookup"
"G4731","strong","lookup"
"G4731","standing firm","lookup"
"G4731","steadfast","lookup"
"G0273","blameless","lookup"
"G0273","faultless","lookup"
"G2989","to shine","lookup"
"G1611","amazement","lookup"
"G1611","astonishment","lookup"
"G1611","bewilderment","lookup"
"G1611","a tranceecstasy","lookup"
"G5014","humbleness","lookup"
"G5014","lowliness","lookup"
"G5014","humiliation","lookup"
"G1590","(passive) to faint","lookup"
"G3680","disgrace","lookup"
"G3680","insultreproach","lookup"
"G2827","to bow down","lookup"
"G2827","lay down","lookup"
"G2827","to be over (late in the day)","description"
"G4931","to finish","lookup"
"G1476","firm","lookup"
"G1476","steadfast","lookup"
"G5186","to cause blindness","lookup"
"G5186","deprive of sightblind","lookup"
"G1185","to entice","lookup"
"G1185","seduce","lookup"
"G1185","lure","lookup"
"G2360","(passive) to be alarmed","description"
"G2360","disturbed alarm","lookup"
"G3164","to fight","lookup"
"G3164","quarrel","lookup"
"G3164","argue","lookup"
"G4820","to dispute with","lookup"
"G4820","to confer with","lookup"
"G4820","meet with","lookup"
"G4820","to ponder","lookup"
"G4820","to engage in (war)","description"
"G4820","(middle) to help","lookup"
"G4820","assist","lookup"
"G1805","(act.) to redeem","lookup"
"G1805","as a figurative extension of the act of purchasing something in the marketplace","description"
"G1805","(middle) to make the most (of the time)","description"
"G3833","full armor","lookup"
"G3833","worn by a heavily armed soldier","description"
"G2100","to please","lookup"
"G0283","pure","lookup"
"G1055","calm","lookup"
"G5353","voice","lookup"
"G5353","sound","lookup"
"G5353","note","lookup"
"G5353","musical tone","lookup"
"G3058","to insult","lookup"
"G3058","curse","lookup"
"G3648","whole","lookup"
"G3648","complete","lookup"
"G5197","insolent man","lookup"
"G5197","violent man","lookup"
"G0587","pleasing","lookup"
"G0587","pleasant","lookup"
"G0146","pursuing dishonest gain","lookup"
"G2358","to lead in a triumphal procession triumph","description"
"G2042","to stir up","lookup"
"G2042","provoke","lookup"
"G2042","arouse","lookup"
"G2042","embitter","lookup"
"G2042","provoke","lookup"
"G2042","irritate","lookup"
"G2692","ruin","lookup"
"G2692","destruction","lookup"
"G2271","quietness","lookup"
"G2271","silence","lookup"
"G2271","settling down","lookup"
"G2271","lack of disturbance","lookup"
"G5256","to serve","lookup"
"G5256","care for needs","lookup"
"G2019","to shout","lookup"
"G2019","cry out loudly","lookup"
"G1165","to expose to public disgrace","description"
"G1165","to make a spectacle of","description"
"G4101","pure","lookup"
"G2905","to shout","lookup"
"G2905","cry out","lookup"
"G1879","to rest on","lookup"
"G1879","rely on","lookup"
"G0573","good","lookup"
"G0573","same as {606}","lookup"
"G3084","to redeem","lookup"
"G3084","free a slave by paying a ransom","description"
"G3084","from the base meaning of slave redemption in the marketplace comes the figure of sinners redeemed by God from slavery to sin and death","description"
"G3388","womb","lookup"
"G3083","ransom","lookup"
"G3083","the price of release","description"
"G3083","thus making redemption possible","description"
"G1881","to rebel against","lookup"
"G1881","rise up (in rebellion)","description"
"G3430","(the state or condition of) adultery","description"
"G0603","eager expectation","lookup"
"G4866","to contend at one’s side","description"
"G4866","together","lookup"
"G2578","to bend","lookup"
"G2578","bow (on a knee)","description"
"G5005","wretched","lookup"
"G5005","miserable","lookup"
"G1347","justification","lookup"
"G0214","to clang","lookup"
"G0214","wail","lookup"
"G4332","to serve","lookup"
"G4332","wait upon","lookup"
"G0362","to wait for","lookup"
"G0362","expect","lookup"
"G0642","to make an orphan of","description"
"G5573","false of speech","lookup"
"G5573","(n.) liarlying","lookup"
"G3055","quarrel about words","lookup"
"G0983","harmful","lookup"
"G1999","insurrection","lookup"
"G5450","arrogance","lookup"
"G5450","pride","lookup"
"G2431","cheerful","lookup"
"G2431","without grudging","lookup"
"G2431","with an implication of a gracious attitude","description"
"G2431","note that the transliteration hilarious does not communicate the meaning of this attitude","description"
"G3993","poor","lookup"
"G0298","blameless","lookup"
"G0298","unblemished","lookup"
"G3054","to quarrel about words bicker","description"
"G3718","to handle correctly","lookup"
"G3718","guide on a straight path","description"
"G2371","to quarrel","lookup"
"G2371","be fighting mad","lookup"
"G1618","deep","lookup"
"G1618","earnest","lookup"
"G1264","to argue vigorously","lookup"
"G1264","contend sharply","lookup"
"G2467","- to know","lookup"
"G2279","sound","lookup"
"G2279","tone","lookup"
"G2279","blast (of a trumpet)","description"
"G2279","news","lookup"
"G2279","report","lookup"
"G0972","violent","lookup"
"G0972","strong","lookup"
"G5433","to rage","lookup"
"G5433","rave","lookup"
"G3086","deliverer","lookup"
"G3086","redeemer","lookup"
"G0699","pleasing","lookup"
"G0699","striving to please","lookup"
"G3437","complaint","lookup"
"G2170","thankful (in word and attitude)","description"
"G2017","to shine on","lookup"
"G4343","perseverance","lookup"
"G4343","patience","lookup"
"G4292","(middle) to provoke","lookup"
"G4292","challenge","lookup"
"G1561","expectation","lookup"
"G3643","to make light of","description"
"G3643","despise","lookup"
"G5226","to submit","lookup"
"G5226","yield","lookup"
"G3893","to rebel","lookup"
"G3893","disobey","lookup"
"G0540","fatherless","lookup"
"G0658","to bring to completion","description"
"G0658","(passive) to be full-grown","description"
"G0658","mature","lookup"
"G0658","completed","lookup"
"G3737","(n.) an orphan","lookup"
"G4380","to show favoritism","lookup"
"G4380","partiality favor","lookup"
"G5003","to grieve","lookup"
"G5003","lament","lookup"
"G3649","to wail","lookup"
"G3649","cry out","lookup"
"G1864","to contend","lookup"
"G1864","fight","lookup"
"G0674","to faint (some translate to die)","description"
"G4034","to shine around","lookup"
"G4034","blaze around","lookup"
"G2630","to throw down a cliff cast","description"
"G0143","to grasp","lookup"
"G0143","understand","lookup"
"G0143","to have the capacity to perceive something clearly","description"
"G4305","to worry or be anxious beforehand","description"
"G6006","to cast","lookup"
"G6006","to cast a net","description"
"G0389","to sigh deeply","lookup"
"G4744","to dazzle","lookup"
"G4744","be radiant","lookup"
"G1584","to shine","lookup"
"G2754","vain conceit","lookup"
"G2754","empty conceit","lookup"
"G2754","a state of pride that has no proper basis","description"
"G2679","(act.) to tear down","description"
"G2679","(passive) to be ruined ruin","description"
"G2529","(passive) to be clearly seen","description"
"G2529","perceived perceive","lookup"
"G4938","ruin","lookup"
"G4938","destruction","lookup"
"G5582","falsehood","lookup"
"G5582","untruth","lookup"
"G4065","to despise","lookup"
"G4065","look down on","lookup"
"G5011","humble","lookup"
"G5011","lowly","lookup"
"G5011","downcast","lookup"
"G5011","timid","lookup"
"G0036","lowly","lookup"
"G0036","insignificant","lookup"
"G0036","implying low social standing","description"
"G2317","worship of God","lookup"
"G2317","reverence for Goddevoutness","lookup"
"G2659","stupor","lookup"
"G2659","bewilderment","lookup"
"G2659","unable to think","lookup"
"G3805","subject to suffering","lookup"
"G2552","suffering","lookup"
"G0655","to hate","lookup"
"G0655","abhor","lookup"
"G0655","loathe","lookup"
"G4964","(middle) to conform","lookup"
"G4654","to darken","lookup"
"G4656","(passive) to be or become darkeneddarken","description"
"G4257","to hear about beforehand","description"
"G2172","to pray for","lookup"
"G2172","wish for","lookup"
"G4310","to suffer previously","lookup"
"G4841","to suffer with","lookup"
"G4841","share in suffering","lookup"
"G4777","to suffer together with","description"
"G4777","endure hardship with","lookup"
