"strong","sense_label","gloss","note","row_type"
"G2549","I","incapacity","(κακός) in quality, opposed to ἀρετή (excellence), ; κακίᾳ ἡνιόχων by their , ,","lookup"
"G2549","I","defects","(κακός) in quality, opposed to ἀρετή (excellence), ; κακίᾳ ἡνιόχων by their , ,","lookup"
"G2549","I.2","cowardice",",","lookup"
"G2549","I.2","faint-heartedness",",","lookup"
"G2549","I.3","moral badness",", μετ᾽ ἀρετῆς ἀλλ᾽ οὐ μετὰ κακίας ; ἡ ἀρετή, ὡσαύτως δὲ.. καὶ ἡ κ. ; personified in the Fable of Prodicus,","lookup"
"G2549","I.3","vice",", μετ᾽ ἀρετῆς ἀλλ᾽ οὐ μετὰ κακίας ; ἡ ἀρετή, ὡσαύτως δὲ.. καὶ ἡ κ. ; personified in the Fable of Prodicus,","lookup"
"G2549","I.4","","Philos.,","lookup"
"G2549","II","ill-repute",", κ. ἀντιλαβεῖν","lookup"
"G2549","II","dishonour",", κ. ἀντιλαβεῖν","lookup"
"G2549","II.2","hurt","done or suffered,","lookup"
"G2549","II.2","damage","done or suffered,","lookup"
"G2550","headword","κᾰκοήθ-εια",",","headword"
"G2550","I","bad disposition","Ionic dialect -ιη, ἡ, , (-ηθία),","lookup"
"G2550","I","malignity","Ionic dialect -ιη, ἡ, , (-ηθία),","lookup"
"G2550","II","bad manners","or ,","lookup"
"G2550","II","habits","or ,","lookup"
"G2550","III","malignant character","in Medicine texts, , τῆς νόσου : in plural , or ,","lookup"
"G2550","III","malignant diseases","in Medicine texts, , τῆς νόσου : in plural , or ,","lookup"
"G2550","III","growths","in Medicine texts, , τῆς νόσου : in plural , or ,","lookup"
"G4189","headword","πονηρ-ία",", ἡ,","headword"
"G4189","I","bad state","or ὀφθαλμῶν","lookup"
"G4189","I","condition","or ὀφθαλμῶν","lookup"
"G4189","II","wickedness","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II","vice","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II","knavery","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II","vice","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II","knavish tricks","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II","rogueries","in moral sense, ἡ μωρία.. ἀδελφὴ τῆς π. ἔφυ ; εἰς τὴν π. πάλιν τρέπεται turns again to : in plural ,","lookup"
"G4189","II.2","baseness","","lookup"
"G4189","II.2","cowardice","","lookup"
"G4189","II.3","mob-rule","with a political connotation,","lookup"
"G0111","headword","ἀθέμ-ιστος","","headword"
"G0111","I","-ίτως","or ἀθέμιτος , ον, (the former in Poetry, the latter more correct in Prose) = {ἀθεμίστιος}, ; of the Cyclopes, ; ἀθεμιστότεροι adverb -ίστως Phaennis cited in","lookup"
"G0111","II","unlawful","of things, , frequently in neuter , ἀθέμιτα ἔρδειν","lookup"
"G0946","headword","βδέλυγ-μα",", ατος, τό,","headword"
"G0946","I","abomination",", τοῖς Αἰγ. πᾶς ποιμήν β. ; β. τῶν ἐρημώσεων, ἐρημώσεως, of an idol,","lookup"
"G0947","headword","βδελυκ-τός",", ή, όν,","headword"
"G0947","I","disgusting",",","lookup"
"G0947","I","abominable",",","lookup"
"G0948","headword","βδελύσσομαι",",","headword"
"G0948","I","βδελύττομαι","Attic dialect , future : aorist ἐβδελύχθην :— , Hp ; ,","lookup"
"G0948","I","-ύξομαι","Attic dialect , future : aorist ἐβδελύχθην :— , Hp ; ,","lookup"
"G0948","I","feel a loathing for food","Attic dialect , future : aorist ἐβδελύχθην :— , Hp ; ,","lookup"
"G0948","I","to be sick","Attic dialect , future : aorist ἐβδελύχθην :— , Hp ; ,","lookup"
"G0948","I.2","feel a loathing at","with accusative , , ; β. [τραγῳδίας] ; ὠμοφαγίαν","lookup"
"G0948","II","cause to stink","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","make loathsome","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","abominable","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","-ύξω","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","to be loathsome","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","the abominable","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G0948","II","an idol)","later causal, in active , or , future aorist ἐβδέλυξα:— middle and passive , , future -υχθήσομαι aorist -ύχθην perfect ἐβδέλυγμαι; οἱ ἐβδελυγμένοι (in reference to the use of βδέλυγμα as :—this perfect in causal sense,","lookup"
"G6662","headword","βδελυγ-μός",", ὁ,","headword"
"G6662","I","abomination",",","lookup"
"G8238","headword","μάκρ-υμμα",", ατος, τό,","headword"
"G8238","I","a thing put far away",", as abominable, (with see l. μάκρυνσις).","lookup"
"G0074","headword","ἀγων-ία",", ἡ,","headword"
"G0074","I","contest",", ἀγὼν διὰ πάσης ἀγωνίης ἔχων; ἅπασαν ἀ. ἐκτεἶναι [","lookup"
"G0074","I","struggle for victory",", ἀγὼν διὰ πάσης ἀγωνίης ἔχων; ἅπασαν ἀ. ἐκτεἶναι [","lookup"
"G0074","I.2","gymnastic exercise",", : generally, ,","lookup"
"G0074","I.2","exercise",", : generally, ,","lookup"
"G0074","I.3","agony","of the mind, , ἐν φόβῳ καὶ πολλῇ ἀ.","lookup"
"G0074","I.3","anguish","of the mind, , ἐν φόβῳ καὶ πολλῇ ἀ.","lookup"
"G0928H","headword","βᾰσᾰν-ίζω",",","headword"
"G0928H","I","-ῐῶ","Attic dialect future aorist ἐβασάνισα, subjunctive βασανίσω variant in — passive , aorist ἐβασανίσθην: perfect βεβασάνισμαι:— (βάσανος), χρυσόν : hence, ; of the instances used in inductive inference, ἀπὸ τῶν πανταχόθεν βεβασανισμένων [μεταβαίνομεν]","lookup"
"G0928H","I","rub upon the touch-stone","Attic dialect future aorist ἐβασάνισα, subjunctive βασανίσω variant in — passive , aorist ἐβασανίσθην: perfect βεβασάνισμαι:— (βάσανος), χρυσόν : hence, ; of the instances used in inductive inference, ἀπὸ τῶν πανταχόθεν βεβασανισμένων [μεταβαίνομεν]","lookup"
"G0928H","I","put to the test","Attic dialect future aorist ἐβασάνισα, subjunctive βασανίσω variant in — passive , aorist ἐβασανίσθην: perfect βεβασάνισμαι:— (βάσανος), χρυσόν : hence, ; of the instances used in inductive inference, ἀπὸ τῶν πανταχόθεν βεβασανισμένων [μεταβαίνομεν]","lookup"
"G0928H","I","prove","Attic dialect future aorist ἐβασάνισα, subjunctive βασανίσω variant in — passive , aorist ἐβασανίσθην: perfect βεβασάνισμαι:— (βάσανος), χρυσόν : hence, ; of the instances used in inductive inference, ἀπὸ τῶν πανταχόθεν βεβασανισμένων [μεταβαίνομεν]","lookup"
"G0928H","I","investigate scientifically","Attic dialect future aorist ἐβασάνισα, subjunctive βασανίσω variant in — passive , aorist ἐβασανίσθην: perfect βεβασάνισμαι:— (βάσανος), χρυσόν : hence, ; of the instances used in inductive inference, ἀπὸ τῶν πανταχόθεν βεβασανισμένων [μεταβαίνομεν]","lookup"
"G0928H","II","examine closely","of persons, ; βεβασανισμένος εἰς δικαιοσύνην his love of justice ; ὑπὸ δακρύων βασανίζεσθαι, i.e. of being painted by tears (washing off the cosmetic),","lookup"
"G0928H","II","cross-question","of persons, ; βεβασανισμένος εἰς δικαιοσύνην his love of justice ; ὑπὸ δακρύων βασανίζεσθαι, i.e. of being painted by tears (washing off the cosmetic),","lookup"
"G0928H","II","having","of persons, ; βεβασανισμένος εἰς δικαιοσύνην his love of justice ; ὑπὸ δακρύων βασανίζεσθαι, i.e. of being painted by tears (washing off the cosmetic),","lookup"
"G0928H","II","put to the test","of persons, ; βεβασανισμένος εἰς δικαιοσύνην his love of justice ; ὑπὸ δακρύων βασανίζεσθαι, i.e. of being painted by tears (washing off the cosmetic),","lookup"
"G0928H","II","to be convicted","of persons, ; βεβασανισμένος εἰς δικαιοσύνην his love of justice ; ὑπὸ δακρύων βασανίζεσθαι, i.e. of being painted by tears (washing off the cosmetic),","lookup"
"G0928H","II.2","question by applying torture","(see. βάσανοςIII), :— passive , ; by disease (censured by ; of animals, : metaphorically of the earth,","lookup"
"G0928H","II.2","torture","(see. βάσανοςIII), :— passive , ; by disease (censured by ; of animals, : metaphorically of the earth,","lookup"
"G0928H","II.2","rack","(see. βάσανοςIII), :— passive , ; by disease (censured by ; of animals, : metaphorically of the earth,","lookup"
"G0928H","II.2","to be put to the torture","(see. βάσανοςIII), :— passive , ; by disease (censured by ; of animals, : metaphorically of the earth,","lookup"
"G0928H","II.2","to be tortured","(see. βάσανοςIII), :— passive , ; by disease (censured by ; of animals, : metaphorically of the earth,","lookup"
"G0928H","II.3","strain","metaphorically of style,","lookup"
"G0928H","II.3","forced","metaphorically of style,","lookup"
"G0928H","II.3","unnatural","metaphorically of style,","lookup"
"G3600","headword","ὀδῠν-άω",",","headword"
"G3600","I","cause","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","pain","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","suffering","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","feel pain","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","suffer pain","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","the pains I suffered","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G3600","I","ὀδυνέομαι","aorist ὀδυνῆσαι :— passive , O.; 2nd pers. singular ὀδυνᾶσαι : future ὀδυνηθήσομαι .: aorist ὠδυνήθην :— one or τὸ γὰρ ὀρθοῦσθαι γνώμαν ὀδυνᾷ :— passive , ; Ionic dialect present","lookup"
"G5604","headword","ὠδίς","Included with:","headword"
"G5604","I","ὠδίν","(, ῖνος, ἡ: Epic dialect dative plural ὠδίνεσσι : later nominative :— mostly in plural , or πικρὰς ὠδῖνας ἔχουσαι ; τέκε.. ἐν μόναις ὠδῖσιν.. διδύμων σθένος υἱῶν at a single : also in singular ,","lookup"
"G5604","I","pangs","(, ῖνος, ἡ: Epic dialect dative plural ὠδίνεσσι : later nominative :— mostly in plural , or πικρὰς ὠδῖνας ἔχουσαι ; τέκε.. ἐν μόναις ὠδῖσιν.. διδύμων σθένος υἱῶν at a single : also in singular ,","lookup"
"G5604","I","throes of childbirth","(, ῖνος, ἡ: Epic dialect dative plural ὠδίνεσσι : later nominative :— mostly in plural , or πικρὰς ὠδῖνας ἔχουσαι ; τέκε.. ἐν μόναις ὠδῖσιν.. διδύμων σθένος υἱῶν at a single : also in singular ,","lookup"
"G5604","I","birth","(, ῖνος, ἡ: Epic dialect dative plural ὠδίνεσσι : later nominative :— mostly in plural , or πικρὰς ὠδῖνας ἔχουσαι ; τέκε.. ἐν μόναις ὠδῖσιν.. διδύμων σθένος υἱῶν at a single : also in singular ,","lookup"
"G5604","I.2","that which is born amid throes","in singular also, παῖδα, φιλτάτην ἐμοὶ ὠδῖνα ; θαλλὸν ἱερὸν ἐλαίας, Λατοῦς ὠδῖνα (perhaps ὠδῖνι) φίλαν ; ἄπτερον ὠδῖνα τέκνων, of young birds, : plural , ; ὀρταλίχων ἁπαλὴ ὠδίς, of eggs, ; ὠ. Θαλάσσας, of Aphrodite, ; ὠδὶς μελίσσης, of honey,","lookup"
"G5604","I.2","child","in singular also, παῖδα, φιλτάτην ἐμοὶ ὠδῖνα ; θαλλὸν ἱερὸν ἐλαίας, Λατοῦς ὠδῖνα (perhaps ὠδῖνι) φίλαν ; ἄπτερον ὠδῖνα τέκνων, of young birds, : plural , ; ὀρταλίχων ἁπαλὴ ὠδίς, of eggs, ; ὠ. Θαλάσσας, of Aphrodite, ; ὠδὶς μελίσσης, of honey,","lookup"
"G5604","I.2","children","in singular also, παῖδα, φιλτάτην ἐμοὶ ὠδῖνα ; θαλλὸν ἱερὸν ἐλαίας, Λατοῦς ὠδῖνα (perhaps ὠδῖνι) φίλαν ; ἄπτερον ὠδῖνα τέκνων, of young birds, : plural , ; ὀρταλίχων ἁπαλὴ ὠδίς, of eggs, ; ὠ. Θαλάσσας, of Aphrodite, ; ὠδὶς μελίσσης, of honey,","lookup"
"G5604","II","travail","metaphorically , : also in plural , of love, ἐμοὶ πικρὰς ὠδῖνας αὑτοῦ προσβαλὼν ἀποίχεται","lookup"
"G5604","II","anguish","metaphorically , : also in plural , of love, ἐμοὶ πικρὰς ὠδῖνας αὑτοῦ προσβαλὼν ἀποίχεται","lookup"
"G5604","II.2","fruit of","the mind's τῆς ἐμῆς ὠ.","lookup"
"G5604","II.2","travail","the mind's τῆς ἐμῆς ὠ.","lookup"
"G5604","II.3","bonds","ὠδῖνες θανάτου, ᾅδου, the of death, (due to confusion of Heb. 'pang' with 'cord'),compare","lookup"
"G5604","II.3","[hudot]ēbel","ὠδῖνες θανάτου, ᾅδου, the of death, (due to confusion of Heb. 'pang' with 'cord'),compare","lookup"
"G5604","II.3","[hudot]èbel","ὠδῖνες θανάτου, ᾅδου, the of death, (due to confusion of Heb. 'pang' with 'cord'),compare","lookup"
"G2052","headword","ἐρῑθ-εία",", ἡ,","headword"
"G2052","I","labour for wages","","lookup"
"G2052","II","canvassing for public office","","lookup"
"G2052","II","intriguing","","lookup"
"G2052","II.2","selfish","or ζῆλος καὶ ἐ. ; plural ,","lookup"
"G2052","II.2","factious ambition","or ζῆλος καὶ ἐ. ; plural ,","lookup"
"G2052","II.2","intrigues","or ζῆλος καὶ ἐ. ; plural ,","lookup"
"G2052","II.2","party squabbles","or ζῆλος καὶ ἐ. ; plural ,","lookup"
"G5389","headword","φῐλοτῑμ-έομαι",",","headword"
"G5389","I","-ηθήσομαι","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","love","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","seek after honour","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","to be ambitious","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","emulous","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","to be jealous","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","vie emulously with","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I","rival","future ήσομαι ; later, codices: aorist ἐφιλοτιμήθην : perfect πεφιλοτίμημαι :— perfect in passive sense, : (φιλότιμος):— or : hence, ; φ. ὅτι.. because.., ; φ. πρὸς ἀλλήλους, πρὸς τοὺς ἄλλους,","lookup"
"G5389","I.2","to place one's fame","the object of ambition, etc., is mostly added with a preposition , φ. ἐπί τινι in a thing, or upon it, ; περὶ τῶν καλῶν for, ; περὶ τὴν θήραν, δεῖπνα, ; φ. πρὸς τὴν πόλιν for..,","lookup"
"G5389","I.2","glory","the object of ambition, etc., is mostly added with a preposition , φ. ἐπί τινι in a thing, or upon it, ; περὶ τῶν καλῶν for, ; περὶ τὴν θήραν, δεῖπνα, ; φ. πρὸς τὴν πόλιν for..,","lookup"
"G5389","I.2","pride oneself","the object of ambition, etc., is mostly added with a preposition , φ. ἐπί τινι in a thing, or upon it, ; περὶ τῶν καλῶν for, ; περὶ τὴν θήραν, δεῖπνα, ; φ. πρὸς τὴν πόλιν for..,","lookup"
"G5389","I.2","contend in rivalry","the object of ambition, etc., is mostly added with a preposition , φ. ἐπί τινι in a thing, or upon it, ; περὶ τῶν καλῶν for, ; περὶ τὴν θήραν, δεῖπνα, ; φ. πρὸς τὴν πόλιν for..,","lookup"
"G5389","I.2","show patriotic zeal","the object of ambition, etc., is mostly added with a preposition , φ. ἐπί τινι in a thing, or upon it, ; περὶ τῶν καλῶν for, ; περὶ τὴν θήραν, δεῖπνα, ; φ. πρὸς τὴν πόλιν for..,","lookup"
"G5389","II","strive eagerly to","with infinitive , do a thing, οἳ πάνυ ἂν φιλοτιμηθεῖεν φίλῳ σοι χρῆσθαι , etc.; φιλοτιμούμενοι ἐπιδείκνυσθαιπρὸς ἅπαντας : with participle , φ. ἐλέγχων : with accusative et infinitive , ..,","lookup"
"G5389","II","endeavour earnestly","with infinitive , do a thing, οἳ πάνυ ἂν φιλοτιμηθεῖεν φίλῳ σοι χρῆσθαι , etc.; φιλοτιμούμενοι ἐπιδείκνυσθαιπρὸς ἅπαντας : with participle , φ. ἐλέγχων : with accusative et infinitive , ..,","lookup"
"G5389","II","aspire","with infinitive , do a thing, οἳ πάνυ ἂν φιλοτιμηθεῖεν φίλῳ σοι χρῆσθαι , etc.; φιλοτιμούμενοι ἐπιδείκνυσθαιπρὸς ἅπαντας : with participle , φ. ἐλέγχων : with accusative et infinitive , ..,","lookup"
"G5389","II","to be anxious that","with infinitive , do a thing, οἳ πάνυ ἂν φιλοτιμηθεῖεν φίλῳ σοι χρῆσθαι , etc.; φιλοτιμούμενοι ἐπιδείκνυσθαιπρὸς ἅπαντας : with participle , φ. ἐλέγχων : with accusative et infinitive , ..,","lookup"
"G5389","III","present with","with dative of things , a thing, χρήμασί τινας see reading in : but with accusative of things , τινί τι","lookup"
"G5389","III","lavish upon","with dative of things , a thing, χρήμασί τινας see reading in : but with accusative of things , τινί τι","lookup"
"G2372","headword","θῡμός",", ὁ,","headword"
"G2372","I","soul",", as , especially (rightly derived from θύω (B) by","lookup"
"G2372","I","spirit",", as , especially (rightly derived from θύω (B) by","lookup"
"G2372","I","the principle of life",", as , especially (rightly derived from θύω (B) by","lookup"
"G2372","I","feeling and thought",", as , especially (rightly derived from θύω (B) by","lookup"
"G2372","I","of strong feeling and passion",", as , especially (rightly derived from θύω (B) by","lookup"
"G2372","I","breath","in physical sense, , θ. ἀπηύρα, ἀφελέσθαι, ἐξαίνυσθαι, ὀλέσαι, frequently in ; ἀπὸ δ᾽ ἔπτατο θ. ; of animals, , etc.: less frequently in Trag.,","lookup"
"G2372","I","life","in physical sense, , θ. ἀπηύρα, ἀφελέσθαι, ἐξαίνυσθαι, ὀλέσαι, frequently in ; ἀπὸ δ᾽ ἔπτατο θ. ; of animals, , etc.: less frequently in Trag.,","lookup"
"G2372","I.2","spirit",", τείρετο δ᾽ ἀνδρῶν θ. ὑπ᾽ εἰρεσίης","lookup"
"G2372","I.2","strength",", τείρετο δ᾽ ἀνδρῶν θ. ὑπ᾽ εἰρεσίης","lookup"
"G2372","I.3","heart","πάτασσε δὲ θ. ἑκάστου each man's beat high,","lookup"
"G2372","II","soul",", as shown by the feelings and passions; and so,","lookup"
"G2372","II.1","desire","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.1","inclination","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.1","appetite","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.1","in his heart","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.1","with all his heart","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.1","with all their heart","or , especially desire for meat and drink, , πιέειν ὅτε θ. ἀνώγοι ; βαλέειν δέ ἑ ἵετο θ; θ. ἐποτρύνῃ [τινά] ; θ. ἐπέσσυταί τινι, ἐφορμᾶται, ; ἤθελε θυμῷ he wished or , ; so later θυμῷ βουλόμενοι wishing , ; ἄρχ᾽ αὐτὸς ὥς σοι θ. ; ὅπου ὑμῖν θ.","lookup"
"G2372","II.2","mind",", θ. πρόφρων, ἵλαος, ; ἕνα θ. ἔχειν to be of one , ; ἐμὸν θ. ἔπειθεν","lookup"
"G2372","II.2","temper",", θ. πρόφρων, ἵλαος, ; ἕνα θ. ἔχειν to be of one , ; ἐμὸν θ. ἔπειθεν","lookup"
"G2372","II.2","will",", θ. πρόφρων, ἵλαος, ; ἕνα θ. ἔχειν to be of one , ; ἐμὸν θ. ἔπειθεν","lookup"
"G2372","II.2","mind",", θ. πρόφρων, ἵλαος, ; ἕνα θ. ἔχειν to be of one , ; ἐμὸν θ. ἔπειθεν","lookup"
"G2372","II.3","spirit",", μένος καὶ θ. ; πᾶσιν δὲ παραὶ ποσὶ κάππεσε θ. ; ψῦχρος ἔγεντο θ., of doves, ; ἴωμεν ῥώμῃ καὶ θυμῷ ἐπί.. ; personified, , opposed to Λογισμός,","lookup"
"G2372","II.3","courage",", μένος καὶ θ. ; πᾶσιν δὲ παραὶ ποσὶ κάππεσε θ. ; ψῦχρος ἔγεντο θ., of doves, ; ἴωμεν ῥώμῃ καὶ θυμῷ ἐπί.. ; personified, , opposed to Λογισμός,","lookup"
"G2372","II.3","Passion",", μένος καὶ θ. ; πᾶσιν δὲ παραὶ ποσὶ κάππεσε θ. ; ψῦχρος ἔγεντο θ., of doves, ; ἴωμεν ῥώμῃ καὶ θυμῷ ἐπί.. ; personified, , opposed to Λογισμός,","lookup"
"G2372","II.3","Emotion",", μένος καὶ θ. ; πᾶσιν δὲ παραὶ ποσὶ κάππεσε θ. ; ψῦχρος ἔγεντο θ., of doves, ; ἴωμεν ῥώμῃ καὶ θυμῷ ἐπί.. ; personified, , opposed to Λογισμός,","lookup"
"G2372","II.4","the seat of anger",", χωόμενον κατὰ θυμόν : hence, , δάμασον θυμόν ; εἴξας ᾧ θυμῷ; θυμῷ false reading for{θυμοῦ} in ; opposed to λογισμός, ; ἐπανάγειν τὸν θ. ; of horses, , , περὶ φόβων τε καὶ θυμῶν","lookup"
"G2372","II.4","anger",", χωόμενον κατὰ θυμόν : hence, , δάμασον θυμόν ; εἴξας ᾧ θυμῷ; θυμῷ false reading for{θυμοῦ} in ; opposed to λογισμός, ; ἐπανάγειν τὸν θ. ; of horses, , , περὶ φόβων τε καὶ θυμῶν","lookup"
"G2372","II.4","wrath",", χωόμενον κατὰ θυμόν : hence, , δάμασον θυμόν ; εἴξας ᾧ θυμῷ; θυμῷ false reading for{θυμοῦ} in ; opposed to λογισμός, ; ἐπανάγειν τὸν θ. ; of horses, , , περὶ φόβων τε καὶ θυμῶν","lookup"
