"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"H7999B","H7967G","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967H","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967I","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967J","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967K","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967L","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967M","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967N","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967O","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967P","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967Q","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967R","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967S","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967T","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7967U","שַׁלּוּם","shal.lum","Shallum","ok"
"H7999B","H7968","שַׁלּוּן","shal.lun","Shallum","ok"
"H7999B","H7999A","שָׁלֵם","sha.lem","to complete","ok"
"H7999B","H8000","שְׁלֵם","she.lem","be complete","ok"
"H7999B","H8002","שֶׁ֫לֶם","she.lem","peace offering","ok"
"H7999B","H8003","שָׁלֵם","sha.lem","complete","ok"
"H7999B","H8004","שָׁלֵם","sha.lem","Salem","ok"
"H7999B","H8005","שִׁלֵּם","shil.lem","recompense","ok"
"H7999B","H8006","שִׁלֵּם","shil.lem","Shillem","ok"
"H7999B","H8010","שְׁלֹמֹה","she.lo.moh","Solomon","ok"
"H7999B","H8011","שִׁלֻּמָה","shil.lu.mah","recompense","ok"
"H7999B","H8013H","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H7999B","H8013J","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H7999B","H8015","שְׁלֹמִי","she.lo.mi","Shelomi","ok"
"H7999B","H8016","שִׁלֵּמִי","shil.le.mi","Shillemite","ok"
"H7999B","H8017","שְׁלֻמִיאֵל","she.lu.mi.el","Shelumiel","ok"
"H7999B","H8018G","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018H","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018I","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018J","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018K","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018L","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018M","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018N","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8018O","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H7999B","H8019A","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8019B","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8019G","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8019H","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8019I","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8019J","שְׁלֹמִית","she.lo.mit","Shelomoth","ok"
"H7999B","H8019K","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H7999B","H8020","שַׁלְמַן","shal.man","Shalman","ok"
"H7999B","H8021","שַׁלְמֹן","shal.mon","reward","ok"
"H7999B","H8022","שַׁלְמַנְאֶ֫סֶר","shal.man.e.ser","Shalmaneser","ok"
"H8000","H7999A","שָׁלֵם","sha.lem","to complete","ok"
"H8000","H7999B","שָׁלַם","sha.lam","to ally","ok"
"H8000","H8001","שְׁלָם","she.lam","peace","ok"
"H8000","H8036","שֻׁם","shum","name","ok"
"H8001","H7965G","שָׁלוֹם","sha.lom","peace","ok"
"H8001","H7965H","שָׁלוֹם ","sha.lom ","Peace [God]","ok"
"H8001","H7965I","שָׁלוֹם","sha.lom","peace: well-being","ok"
"H8001","H7965J","שָׁלוֹם","sha.lom","peace: friendship","ok"
"H8001","H7965K","שָׁלוֹם","sha.lom","peace: greeting","ok"
"H8001","H7965L","שָׁלוֹם","sha.lom","peace: completely","ok"
"H8001","H8000","שְׁלֵם","she.lem","be complete","ok"
"H8001","H8036","שֻׁם","shum","name","ok"
"H8002","H4918G","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918H","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918I","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918J","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918K","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918L","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918M","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918N","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918O","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918P","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918Q","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918R","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918S","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918T","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918U","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918V","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918W","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918X","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918Y","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4918Z","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8002","H4919G","מְשִׁלֵּמוֹת","me.shil.le.mot","Meshillemoth","ok"
"H8002","H4919H","מְשִׁלֵּמוֹת","me.shil.le.mot","Meshillemoth","ok"
"H8002","H4920","מְשֶׁלֶמְיָהוּ","me.she.lem.ya.hu","Meshelemiah","ok"
"H8002","H4921","מְשִׁלֵּמִית","me.shil.le.mit","Meshillemith","ok"
"H8002","H4922","מְשֻׁלֶּ֫מֶת","me.shul.le.met","Meshullemeth","ok"
"H8002","H7965G","שָׁלוֹם","sha.lom","peace","ok"
"H8002","H7965H","שָׁלוֹם ","sha.lom ","Peace [God]","ok"
"H8002","H7965I","שָׁלוֹם","sha.lom","peace: well-being","ok"
"H8002","H7965J","שָׁלוֹם","sha.lom","peace: friendship","ok"
"H8002","H7965K","שָׁלוֹם","sha.lom","peace: greeting","ok"
"H8002","H7965L","שָׁלוֹם","sha.lom","peace: completely","ok"
"H8002","H7966","שִׁלּוּם","shil.lum","recompense","ok"
"H8002","H7967G","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967H","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967I","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967J","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967K","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967L","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967M","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967N","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967O","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967P","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967Q","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967R","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967S","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967T","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7967U","שַׁלּוּם","shal.lum","Shallum","ok"
"H8002","H7968","שַׁלּוּן","shal.lun","Shallum","ok"
"H8002","H7999A","שָׁלֵם","sha.lem","to complete","ok"
"H8002","H7999B","שָׁלַם","sha.lam","to ally","ok"
"H8002","H8003","שָׁלֵם","sha.lem","complete","ok"
"H8002","H8004","שָׁלֵם","sha.lem","Salem","ok"
"H8002","H8005","שִׁלֵּם","shil.lem","recompense","ok"
"H8002","H8006","שִׁלֵּם","shil.lem","Shillem","ok"
"H8002","H8010","שְׁלֹמֹה","she.lo.moh","Solomon","ok"
"H8002","H8011","שִׁלֻּמָה","shil.lu.mah","recompense","ok"
"H8002","H8013H","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H8002","H8013J","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H8002","H8015","שְׁלֹמִי","she.lo.mi","Shelomi","ok"
"H8002","H8016","שִׁלֵּמִי","shil.le.mi","Shillemite","ok"
"H8002","H8017","שְׁלֻמִיאֵל","she.lu.mi.el","Shelumiel","ok"
"H8002","H8018G","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018H","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018I","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018J","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018K","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018L","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018M","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018N","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8018O","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8002","H8019A","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8019B","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8019G","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8019H","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8019I","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8019J","שְׁלֹמִית","she.lo.mit","Shelomoth","ok"
"H8002","H8019K","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8002","H8020","שַׁלְמַן","shal.man","Shalman","ok"
"H8002","H8021","שַׁלְמֹן","shal.mon","reward","ok"
"H8002","H8022","שַׁלְמַנְאֶ֫סֶר","shal.man.e.ser","Shalmaneser","ok"
"H8003","H4918G","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918H","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918I","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918J","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918K","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918L","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918M","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918N","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918O","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918P","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918Q","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918R","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918S","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918T","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918U","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918V","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918W","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918X","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918Y","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4918Z","מְשֻׁלָּם","me.shul.lam","Meshullam","ok"
"H8003","H4919G","מְשִׁלֵּמוֹת","me.shil.le.mot","Meshillemoth","ok"
"H8003","H4919H","מְשִׁלֵּמוֹת","me.shil.le.mot","Meshillemoth","ok"
"H8003","H4920","מְשֶׁלֶמְיָהוּ","me.she.lem.ya.hu","Meshelemiah","ok"
"H8003","H4921","מְשִׁלֵּמִית","me.shil.le.mit","Meshillemith","ok"
"H8003","H4922","מְשֻׁלֶּ֫מֶת","me.shul.le.met","Meshullemeth","ok"
"H8003","H7965G","שָׁלוֹם","sha.lom","peace","ok"
"H8003","H7965H","שָׁלוֹם ","sha.lom ","Peace [God]","ok"
"H8003","H7965I","שָׁלוֹם","sha.lom","peace: well-being","ok"
"H8003","H7965J","שָׁלוֹם","sha.lom","peace: friendship","ok"
"H8003","H7965K","שָׁלוֹם","sha.lom","peace: greeting","ok"
"H8003","H7965L","שָׁלוֹם","sha.lom","peace: completely","ok"
"H8003","H7966","שִׁלּוּם","shil.lum","recompense","ok"
"H8003","H7967G","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967H","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967I","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967J","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967K","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967L","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967M","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967N","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967O","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967P","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967Q","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967R","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967S","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967T","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7967U","שַׁלּוּם","shal.lum","Shallum","ok"
"H8003","H7968","שַׁלּוּן","shal.lun","Shallum","ok"
"H8003","H7999A","שָׁלֵם","sha.lem","to complete","ok"
"H8003","H7999B","שָׁלַם","sha.lam","to ally","ok"
"H8003","H8002","שֶׁ֫לֶם","she.lem","peace offering","ok"
"H8003","H8004","שָׁלֵם","sha.lem","Salem","ok"
"H8003","H8005","שִׁלֵּם","shil.lem","recompense","ok"
"H8003","H8006","שִׁלֵּם","shil.lem","Shillem","ok"
"H8003","H8010","שְׁלֹמֹה","she.lo.moh","Solomon","ok"
"H8003","H8011","שִׁלֻּמָה","shil.lu.mah","recompense","ok"
"H8003","H8013H","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H8003","H8013J","שְׁלֹמוֹת","she.lo.mot","Shelomoth","ok"
"H8003","H8015","שְׁלֹמִי","she.lo.mi","Shelomi","ok"
"H8003","H8016","שִׁלֵּמִי","shil.le.mi","Shillemite","ok"
"H8003","H8017","שְׁלֻמִיאֵל","she.lu.mi.el","Shelumiel","ok"
"H8003","H8018G","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018H","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018I","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018J","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018K","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018L","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018M","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018N","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8018O","שֶׁלֶמְיָהוּ","she.lem.ya.hu","Shelemiah","ok"
"H8003","H8019A","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8019B","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8019G","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8019H","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8019I","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8019J","שְׁלֹמִית","she.lo.mit","Shelomoth","ok"
"H8003","H8019K","שְׁלֹמִית","she.lo.mit","Shelomith","ok"
"H8003","H8020","שַׁלְמַן","shal.man","Shalman","ok"
"H8003","H8021","שַׁלְמֹן","shal.mon","reward","ok"
"H8003","H8022","שַׁלְמַנְאֶ֫סֶר","shal.man.e.ser","Shalmaneser","ok"
"H8034","H8033G","שָׁם","sham","there","ok"
"H8034","H8033H","שָׁם","sham","[Jerusalem] Is There","ok"
"H8034","H8035","שֵׁם","shem","Shem","ok"
"H8034","H8036","שֻׁם","shum","name","ok"
"H8034","H8038","שֶׁמְאֵ֫בֶר","shem.e.ver","Shemeber","ok"
"H8034","H8050G","שְׁמוּאֵל","she.mu.el","Samuel","ok"
"H8034","H8050H","שְׁמוּאֵל","she.mu.el","Shemuel","ok"
"H8034","H8050I","שְׁמוּאֵל","she.mu.el","Shemuel","ok"
"H8034","H8061","שְׁמִידָ֑ע","she.mi.da","Shemida","ok"
"H8034","H8062","שְׁמִידָעִי","she.mi.da.i","Shemidaite","ok"
"H8034","H8070G","שְׁמִירָמוֹת","she.mi.ra.mot","Shemiramoth","ok"
"H8034","H8070H","שְׁמִירָמוֹת","she.mi.ra.mot","Shemiramoth","ok"
"H8036","H8000","שְׁלֵם","she.lem","be complete","ok"
"H8036","H8001","שְׁלָם","she.lam","peace","ok"
"H8036","H8034","שֵׁם","shem","name","ok"
"H8047H","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8047H","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8047H","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8047H","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8047H","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8047H","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8047H","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8047H","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8047H","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8047H","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8047H","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8047H","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8047H","H8074G","שָׁמֵם","sha.mem","be desolate: destroyed","ok"
"H8047H","H8074H","שָׁמֵם","sha.mem","be desolate: appalled","ok"
"H8047H","H8075","שְׁמַם","she.mam","be appalled","ok"
"H8047H","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8047H","H8077A","שְׁמָמָה","she.ma.mah","devastation","ok"
"H8047H","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8047H","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8047H","H8078","שִׁמָּמוֹן","shim.ma.mon","horror","ok"
"H8055","H8056","שָׂמֵחַ","sa.me.ach","glad","ok"
"H8055","H8057","שִׂמְחָה","sim.chah","joy","ok"
"H8055","H8063","שְׂמִיכָה","se.mi.khah","rug","ok"
"H8056","H8055","שָׂמַח","sa.mach","to rejoice","ok"
"H8056","H8057","שִׂמְחָה","sim.chah","joy","ok"
"H8056","H8063","שְׂמִיכָה","se.mi.khah","rug","ok"
"H8057","H8055","שָׂמַח","sa.mach","to rejoice","ok"
"H8057","H8056","שָׂמֵחַ","sa.me.ach","glad","ok"
"H8057","H8063","שְׂמִיכָה","se.mi.khah","rug","ok"
"H8058","H8059","שְׁמִטָּה","she.mit.tah","remission","ok"
"H8074G","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8074G","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8074G","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8074G","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8074G","H8047H","שַׁמָּה","sham.mah","horror: appalled","ok"
"H8074G","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8074G","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8074G","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8074G","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8074G","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8074G","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8074G","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8074G","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8074G","H8074H","שָׁמֵם","sha.mem","be desolate: appalled","ok"
"H8074G","H8075","שְׁמַם","she.mam","be appalled","ok"
"H8074G","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8074G","H8077A","שְׁמָמָה","she.ma.mah","devastation","ok"
"H8074G","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8074G","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8074G","H8078","שִׁמָּמוֹן","shim.ma.mon","horror","ok"
"H8074H","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8074H","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8074H","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8074H","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8074H","H8047H","שַׁמָּה","sham.mah","horror: appalled","ok"
"H8074H","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8074H","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8074H","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8074H","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8074H","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8074H","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8074H","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8074H","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8074H","H8074G","שָׁמֵם","sha.mem","be desolate: destroyed","ok"
"H8074H","H8075","שְׁמַם","she.mam","be appalled","ok"
"H8074H","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8074H","H8077A","שְׁמָמָה","she.ma.mah","devastation","ok"
"H8074H","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8074H","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8074H","H8078","שִׁמָּמוֹן","shim.ma.mon","horror","ok"
"H8075","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8075","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8075","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8075","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8075","H8047H","שַׁמָּה","sham.mah","horror: appalled","ok"
"H8075","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8075","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8075","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8075","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8075","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8075","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8075","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8075","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8075","H8074G","שָׁמֵם","sha.mem","be desolate: destroyed","ok"
"H8075","H8074H","שָׁמֵם","sha.mem","be desolate: appalled","ok"
"H8075","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8075","H8077A","שְׁמָמָה","she.ma.mah","devastation","ok"
"H8075","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8075","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8075","H8078","שִׁמָּמוֹן","shim.ma.mon","horror","ok"
"H8077A","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8077A","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8077A","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8077A","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8077A","H8047H","שַׁמָּה","sham.mah","horror: appalled","ok"
"H8077A","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8077A","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8077A","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8077A","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8077A","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8077A","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8077A","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8077A","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8077A","H8074G","שָׁמֵם","sha.mem","be desolate: destroyed","ok"
"H8077A","H8074H","שָׁמֵם","sha.mem","be desolate: appalled","ok"
"H8077A","H8075","שְׁמַם","she.mam","be appalled","ok"
"H8077A","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8077A","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8077A","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8077A","H8078","שִׁמָּמוֹן","shim.ma.mon","horror","ok"
"H8078","H4923","מְשַׁמָּה","me.sham.mah","devastation","ok"
"H8078","H8037G","שַׁמָּא","sham.ma","Shammah","ok"
"H8078","H8037H","שַׁמָּא","sham.ma","Shamma","ok"
"H8078","H8047G","שַׁמָּה","sham.mah","horror: destroyed","ok"
"H8078","H8047H","שַׁמָּה","sham.mah","horror: appalled","ok"
"H8078","H8048G","שַׁמָּה","sham.mah","Shammah","ok"
"H8078","H8048H","שַׁמָּה","sham.mah","Shammah","ok"
"H8078","H8048I","שַׁמָּה","sham.mah","Shammah","ok"
"H8078","H8048J","שַׁמָּה","sham.mah","Shammah","ok"
"H8078","H8054","שַׁמּוֹת","sham.mot","Shammoth","ok"
"H8078","H8060G","שַׁמַּי","sham.may","Shammai","ok"
"H8078","H8060H","שַׁמַּי","sham.may","Shammai","ok"
"H8078","H8060I","שַׁמַּי","sham.may","Shammai","ok"
"H8078","H8074G","שָׁמֵם","sha.mem","be desolate: destroyed","ok"
"H8078","H8074H","שָׁמֵם","sha.mem","be desolate: appalled","ok"
"H8078","H8075","שְׁמַם","she.mam","be appalled","ok"
"H8078","H8076","שָׁמֵם","sha.mem","devastated","ok"
"H8078","H8077A","שְׁמָמָה","she.ma.mah","devastation","ok"
"H8078","H8077B","שִֽׁמְמָה","shi.me.mah","desolation","ok"
"H8078","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H8081","H0820","אַשְׁמַנִּים","ash.man.nim","strong","ok"
"H8081","H4924A","שָׁמָן","sha.man","fat","ok"
"H8081","H4924B","מִשְׁמָן","mish.man","fatness","ok"
