"strong","strong_variant","sense_label","gloss","note","row_type"
"G3308","","I","care, thought, solicitude, care for, cares",", ὅν τε θαμιναὶ ἐπιστρωφῶσι μέριμναι ; μ. τινός .., : plural , , —Rare in early Prose, ; μ. καὶ φροντίς","lookup"
"G3308","","I.2","object of care, thought","concrete, or , μεγάλην σε πατὴρ ἐφύτευσε μ. θνητοῖς ἀνθρώποισι","lookup"
"G3308","","I.3","pursuit, ambition",", especially in plural ,","lookup"
"G3308","","I.4","fancy","Κηΐα μ. the Cean poet's ,","lookup"
"G3308","","I.5","anxious mind",", . (Cf. Sanskrit smárati 'remember', Latin memor. )","lookup"
"G4329","","headword","προσδοκ-ία",", ἡ,","headword"
"G4329","","I","looking for, expectation",", whether in hope or fear, but more commonly fear,","lookup"
"G4329","","I.1","the fulfilment of the expectations raised","with genitive , μέλλοντος κακοῦ, δεινῶν, : in good sense, π. ἀγαθῶν ἐμβάλλειν ; τῆς ἀσφαλείας ἔχειν π. ; τὰς τῶν ἔργων προσδοκίας ἀπαιτεῖν τινα, i.e. ,","lookup"
"G4329","","I.2","","absolutely , τῶν ὑποκειμένων π. καὶ τῶν ἐλπίδων ; αἱ ἔσχαται π.","lookup"
"G4329","","I.3","","followed by a conjunction, προσδοκία οὐδεμία (i.e. ἦν) μὴ ἐπιπλεύσειαν","lookup"
"G4329","","I.4","expectation, expected","with Preps., πρὸς προσδοκίαν according to , ; κατὰ τὴν π. ; opposed to παρὰ προσδοκίαν, which is used of a kind of joke frequently in Comedy texts, e.g. ἔχειν ὑπὸ ποσσὶ—χίμεθλα (where πέδιλα was ),","lookup"
"G0776","","headword","ἀσῑτ-ία",",","headword"
"G0776","","I","want of food","Ionic dialect -ιη, ἡ,","lookup"
"G0776","","II","abstinence from food","","lookup"
"G0776","","II.2","want of appetite","","lookup"
"G2836","","headword","κοιλί-α",",","headword"
"G2836","","I","κοιλί-η, cavity of the body, thorax with abdomen, thorax, abdomen, thoracic cavity","Ionic dialect , ἡ, (κοῖλος) , i.e. , , = , ἡ κάτω, = , accusative to ; τὰ κατὰ κ. νουσήματα diseases of the ,","lookup"
"G2836","","I.2","belly, abdomen, stomach, paunch, rumen",", ; opposed to ἡ ἄνω κ., , [same place]; κ. alone frequently = , ; of birds, ; also, or of animals,","lookup"
"G2836","","I.3","intestines, tripe, tripe and puddings",", κ. κείνη , etc.; of animals, κ. ὑεία pig's , : plural , ,","lookup"
"G2836","","3.b","bowels","phrases, κ. σκληρὰν ἔχειν to be costive, ; τὴν κ. λύειν to relax the , ; αἱ κ. λύονται, ἀναλύονται,; εὔλυτοί [εἰσι] ; [οἶνος] κοιλίας μαλακτικός, κοιλίας ἐφεκτικά, Mnesith. cited in ; κ. ἐκλύειν, ὑπάγειν, μαλάσσειν,","lookup"
"G2836","","I.4","excrement, excrements",", especiallyin plural , κ. συνεστηκυῖαι of firm consistency,","lookup"
"G2836","","II","cavity, ventricle, chamber, lungs, heart, liver, brain","any in the body, , as in the , κ. αἱ τὸ πνεῦμα δεχόμεναι καὶ προπέμπουσαι","lookup"
"G2836","","II.2","socket","of a bone,","lookup"
"G2836","","II.3","cavities inside the muscles","supposed , ; compare νηδύς.","lookup"
"G2836","","II.4","womb",",","lookup"
"G2836","","III","hollow, cavity","any or , in the earth, ; in the clouds,","lookup"
"G2836","","IV","tip","perhaps finger- ,","lookup"
"G1169","","headword","δειλός",", ή, όν,","headword"
"G1169","","I","","(δέος):","lookup"
"G1169","","I","cowardly, vile, worthless, lowborn, mean, afraid of.., -λῶς","of persons, opposed to ἄλκιμος, ; opposed to ἀνδρεῖος, : hence, ; opposed to ἐσθλός, ; of animals, : c. infinitive . adverb","lookup"
"G1169","","I.2","miserable, wretched, poor, poor wretch!, poor wretches!","more commonly, with a compassionate sense, δειλοὶ βροτοί mortals! ; ἆ δειλέ ἆ δειλοί","lookup"
"G1169","","II","miserable, wretched","of things, γῆρας ; δ. δ᾽ ἐνὶ πυθμένι φειδώ; ἔργα, λόγος, etc., : comparative , : superlative , : neuter plural as adverb , ὀχλεῖ μοι δειλὰ ὁ Τρωΐλος —Trag. use δειλός chiefly in former sense, δείλαιος in latter.","lookup"
"G1568","","headword","ἐκθαμβ-έω",",","headword"
"G1568","","I","to be amazed","","lookup"
"G1568","","II","amaze, astonish","transitive , :— passive ,","lookup"
"G2124","","headword","εὐλάβ-εια","[λᾰ], ἡ,","headword"
"G2124","","I","-ιη, discretion, caution, caution to preuent, caution","Ionic dialect :— , ; εὐλάβειαν ἔχειν μή.., ={εὐλαβεῖσθαι μή}.., ; so εὐ. αὕτη.. τὸ μὴ νέους.. γεύεσθαι their tasting, ; εὐλαβείας οὐ μικρᾶς δεῖται, εὐ. ἐστὶ πολλῆς, ; εὐ. ποιητέον περί τινας; ἐπ᾽ εὐλαβεία.. προείρηται by way of , ; ἐπ᾽ εὐ. in","lookup"
"G2124","","I.2","caution, discretion in, auoidance of, careful employment of","with genitive , or a thing, πολλὴ εὐ. τούτων ποιητέα ; εὐλάβειαι πληγῶν .., ; ἡ τῶν περιεχόντων εὐ. ..,","lookup"
"G2124","","I.3","reverence, piety, godly fear, religious scruple",", πρὸς or περὶ τὸ θεῖον, : absolutely , ; , οὐδεμίαν εὐ. προορωμένων","lookup"
"G2124","","3.b","reverence","astitle, ἡ σὴ εὐ. your","lookup"
"G2124","","I.4","over-caution, timidity","in bad sense, ,","lookup"
"G2284","","headword","θαμβ-έω",",","headword"
"G2284","","I","to be astounded",", οἱ δὲ ἰδόντες θάμβησαν","lookup"
"G2284","","I.2","to be astonished at","with accusative , , θάμβησαν δ᾽ ὄρνιθας","lookup"
"G2284","","II","alarm, to be astounded, astounded","later also causal, , :— passive , ,","lookup"
"G5401","","headword","φόβος",", ὁ,","headword"
"G5401","","I","panic flight, to flight","(φέβομαι) the usual sense in ; φόβονδ᾽ ἔχε μώνυχας ἵππους ; μή τι φόβονδ᾽ ἀγόρευε counsel not","lookup"
"G5401","","I.2","","Φόβος personified, as son of Ares, ; worshipped at Selinus,","lookup"
"G5401","","II","panic fear, fear, terror, doubt, scruple, awe, reverence, fear, dread of, from fear","[στρατῷ] φ. ἐμβάλλειν ; generally, (distinguished from δέος (which see)), τορὸς ὀρθόθριξ φ. ; joined with δέος and δεῖμα, (see entry).; opposed to θάρρος, ; sometimes in milder sense, ; ἔχει πολλὴν ὑποψίαν καὶ φ. ὡς.. : also, for a ruler or divine being, τοῦ ἡγεμόνος ; θεοῦ .—Construction, a. with genitive object , or .., ; φ. περὶ τοῦ καρποῦ for or concerning.., ; τῷ καθ᾽ ἑαντὸν φ. from personal infinitive , φόβῳ εἰσορᾶν to see,","lookup"
"G5401","","II.b","terror, fear, it, by, through fear","with Verbs, τεύχειν φόβον ; φόβους ἐμβάλλειν, φόβον ἐνθεῖναί τινι, to strike into one, ; of the person who feels fear, φόβον λαβεῖν, ἔχειν, ; τὸν σὸν οὐ ταρβῶ φ. I fear not with thy i.e. not like thee, ; Ταντάλου φ. φοβεῖσθαι ; μοι φ. τις εἰσελήλυθ᾽, μ᾽ ὑπῆλθέ τις φ.,; διὰ φόβου ἔρχομαι, διὰ φόβων γίγνομαι, ; φόβου ἀπαλλάξεσθαι to get rid of ; φόβου μεθεῖσα (Valck. φόβον) ; οὐ φ. μὴ.. ; φ. ἐστὶν ὅπως μὴ.. ; but φόβος εἰ πείσω I I shall not persuade.., ; ἡμέας ἔχειφ. τε καὶ δέος ὅκως χρὴ.. or : plural , not only in Poets, as , but also in Prose, φόβους καὶ δείματα","lookup"
"G5401","","II.2","object, cause of terror, a terror","or ; φόβος ἀκοῦσαι to hear,","lookup"
"G6156","","headword","αἰδ-έομαι",",","headword"
"G6156","","I","to be ashamed, from a sense of shame","and poetry αἴδομαι , Epic dialect imperative αἰδεῖο; participle αἰδόμενος: imperfect ᾐδοῦντο: future αἰδέσομαι, Attic dialect , Epic dialect αἰδέσσομαι, (ἐπ-) aorist middle ᾐδεσάμην, Epic dialect αἰδ-, Epic dialect imperative αἴδεσσαι; aorist passive ᾐδέσθην, and in Prose, Epic dialect 3rd.pers. plural αἴδεσθεν perfect ᾔδεσμαι (see. entry near the end): active only in καταἰδέω, which see:— , with infinitive , αἴδεσθεν μὲν ἀνήνασθαι δεῖσαν δ᾽ ὑποδέχθαι: less frequently with participle , αἴδεσαι μὲν πατέρα προλείπων ,","lookup"
"G6156","","I.2","stand in awe of, fear, show a sense of regard, respect, regarding, self-respect, ,Phdr., have compassion upon, show mercy","mostly with accusative , , especially in moral sense, αἰδεῖο θεούς; ἀλλήλους αἰδεῖσθε one for another, ; αἴδεσσαι μέλαθρον the house, ; frequently of respect for suppliants, their reputation for valour, i.e. from , , . ; φοβοῦμαί γε.. τοὺς μοχθηρούς (οὐ γὰρ δήποτε εἴποιμ᾽ ἂν ὥς γε αἰδοῦμαι) ; later αἰ. ἐπί τινι; ὑπὲρ τῆς ἀνθρωπίνης φύσεως ,","lookup"
"G6156","","II","respect, misfortune, feel regard for","another's him, μηδέ τί μ᾽ αἰδόμενος.. μηδ᾽ ἐλεαίρων; especially","lookup"
"G6156","","II.2","to be reconciled to","as Attic dialect law-term, a person, of kinsmen who allow a homicide to return from exile, Legal cited in","lookup"
"G6156","","II.3","obtain forgiveness, αἰδ-έσιμος, exciting shame, respect, venerable, holy, reverently","of the homicide, , codices , ον, or , : with dative , ; as honorary title, ; τοῦ προσώπου τὸ αἰ. ; , adverb -μως ,","lookup"
"G6786","","headword","δείδω",",","headword"
"G6786","","I","-κατε, -κώς, -οίκεσαν, fear","(for δε-δϝοy-α) 1st pers. singular perfect in present sense, : future δείσομαι aorist ἔδεισα, in : aorist 2 δίον , 3rd.pers. singular δίε ; perfect δέδοικα, ας, ε, (in present sense), frequently in singular , ; rare in plural , δεδοίκαμεν , ; Epic dialect δείδοικα (i.e. δε-δϝ-) ; subjunctive δεδοίκωσι ; infinitive δεδοικέναι ; participle : pluperfect in imperfect sense, ; 3rd.pers. plural , commonly used in Prose, ; plural δέδιμεν, δέδιτε, , 3rd.pers. singular δείδιε ; δείδῐτε , Epic dialect δείδῐθι ; subjunctive δεδίη ; infinitive δεδιέναι ; participle δεδιώς : pluperfect ἐδεδίειν, εις, ει, ; Epic dialect 3rd.pers. singular δείδιε ; 3rd.pers. plural ἐδεδίεσαν ; Epic dialect 1st pers. plural ἐδείδιμεν , 3rd.pers. plural ἐδείδισαν imperfect ἐδείδιου, -ιες, -ιε, :—in Prose the shorter forms are generally preferred:— distinguished from φοβέομαι (see. δέος): Construct.:","lookup"
"G6786","","I.1","","absolutely ,","lookup"
"G6786","","I.2","to be alarmed, anxious","followed by a preposition , δ. περί τινι about..,","lookup"
"G6786","","I.3","","followed by a relative clause, mostly with μή.., and followed by subjunctive , ; rarely by indicative , δείδω μὴ.. νημερτέα εἶπεν ; δέδοιχ᾽ ὅπως μὴ.. ἀναρρήξει κακά, ={δέδοικα} μή.., ; δ. μὴ οὐ, followed by subjunctive , δέδιμεν μὴ οὐ βέβαιοι ἦτε","lookup"
"G6786","","I.4","fear to do","with infinitive , δεῖσαν δ᾽ ὑποδέχθαι : with accusative et infinitive , δ. νέμεσιν ἔσεσθαι : with infinitive passive , οὐκ ἐδεδίεσαν βασανισθῆναι","lookup"
"G6786","","I.5","fear, dread","with accusative , Δία ; τὸ σὸν πρόσωπον","lookup"
"G6786","","I.6","one's fearing","participle perfect , τὸ δεδιός much like{δέος},","lookup"
"G6786","","I.7","flee from","with accusative (by assimilation to φοβήσομαι),","lookup"
"G6791","","headword","δεινός",", ή, όν,","headword"
"G6791","","I","fearful, terrible;, fearful, awful, danger, suffering, horror, awe, terror, danger, fear, greatest danger, dangerous, take ill, complain of, be indignant at, make complaints, illegal, arbitrary, dire","(δέος, in , of persons and things, Χάρυβδις ; δ. ἰδέσθαι to behold, ; in milder sense, δεινή τε καὶ αἰδοίη θεός ; ; δεινὸν γίγνεται μή.. there is that.., ; οὐδὲν δεινοὶ ἔσονται μὴ ἀποστέωσιν no of their revolting, ; δεινότατον μή.. the lest.., ; δεινόν ἐστι, with infinitive , it is to do, ; δεινὸν ποιεῖσθαι a thing: absolutely , : with infinitive , ὑπὸ Μήδων ἄρχεσθαι ; δεινὸν or δεινὰ παθεῖν suffer treatment, adverb -νῶς, φέρειν . γ; δ. καὶ ἀπόρως ἔχει μοι I am in straits,","lookup"
"G6791","","II","marvellously strong, powerful, mighty, wondrous, marvellous, strange, have strange power, strange, marvellously, exceedingly",": δ. σάκος the shield, ; simply, τὸ συγγενές τοι δεινὸν ἥ θ᾽ ὁμιλία kin and social ties ; δ. ἵμερος, ἔρως, ; frequently δεινὸν ἂν εἴη εἰ.. it were that.., as adverb -νῶς δ. μέλαινα, ἄνυδρος,","lookup"
"G6791","","III","clever, skilful, practical ability, clever, wonderfully liable, forcible, vehement, over-clever","first in ἀνὴρ δ. τε καὶ σοφό; of Odysseus, γλώσσῃ.. δεινοῦ καὶ σοφοῦ ; opposed to σοφός, of ; opposed to ἰδιώτης, : with infinitive , δεινὸς εὑρεῖν ; δ. λέγειν at speaking, ; δ. εἰπεῖν is rare, ; αἱ εὐπραξίαι δ. συγκρύψαι τὰ ὀνείδη are to.., ; δ. περὶ τὸ ἀδικεῖν, περὶ Ὁμήρου, (but also of the style in oratory, ; in bad sense,","lookup"
