strongNumber,stepGloss,stepTransliteration,language,count,type
H2955,Taphath,ta.phat,Hebrew,1,proper_noun
H2977G,Josiah,yo.shiy.ya.hu,Hebrew,52,proper_noun
H3058G,Jehu,ye.hu,Hebrew,5,proper_noun
H3088G,Jehoram,ye.ho.ram,Hebrew,15,proper_noun
H3092I,Jehoshaphat,ye.ho.sha.phat,Hebrew,75,proper_noun
H3101H,Joash,yo.ash,Hebrew,2,proper_noun
H3129O,Jonathan,yo.na.tan,Hebrew,2,proper_noun
H3158H,Jezreelite,yiz.re.e.li,Hebrew,9,proper_noun
H3199H,Jachin,ya.khin,Hebrew,2,proper_noun
H3229,Imlah,yim.lah,Hebrew,4,proper_noun
H3361G,Jokmeam,yoq.me.am,Hebrew,1,proper_noun
H3379G,Jeroboam,ya.ra.ve.am,Hebrew,90,proper_noun
H3500H,Jether,ye.ter,Hebrew,3,proper_noun
H3521H,Cabul,ka.vul,Hebrew,1,proper_noun
H3633G,Calcol,kal.kol,Hebrew,1,proper_noun
H3668G,Chenaanah,ke.na.a.nah,Hebrew,4,proper_noun
H3672H,Chinneroth,kin.ne.ret,Hebrew,3,proper_noun
H3747,Cherith,ke.rit,Hebrew,2,proper_noun
H4235,Mahol,ma.chol,Hebrew,1,proper_noun
H4321G,Micaiah,mi.kha.ye.hu,Hebrew,17,proper_noun
H4445B,Milcom,mi.lk.kom,Hebrew,4,proper_noun
H4601K,Maacah,ma.a.khah,Hebrew,7,proper_noun
H4601Q,Maacah,ma.a.khah,Hebrew,1,proper_noun
H5022,Naboth,na.vot,Hebrew,22,proper_noun
H5028,Nebat,ne.vat,Hebrew,25,proper_noun
H5070H,Nadab,na.dav,Hebrew,4,proper_noun
H5250,Nimshi,nim.shi,Hebrew,5,proper_noun
H5279A,Naamah,na.a.mah,Hebrew,3,proper_noun
H5653G,Abda,av.da,Hebrew,1,proper_noun
H5662G,Obadiah,o.vad.ya.hu,Hebrew,7,proper_noun
H5806G,Azubah,a.zu.vah,Hebrew,2,proper_noun
H5838H,Azariah,a.zar.ya.hu,Hebrew,1,proper_noun
H5859,Ijon,iy.yon,Hebrew,3,proper_noun
H6068G,Anathoth,a.na.tot,Hebrew,13,proper_noun
H6152B,Arabia,a.rav,Hebrew,4,proper_noun
H6253,Ashtoreth,ash.to.ret,Hebrew,3,proper_noun
H6547K,Pharaoh,par.oh,Hebrew,15,proper_noun
H6667G,Zedekiah,tsid.qiy.ya.hu,Hebrew,4,proper_noun
H6868G,Zeredah,tse.re.dah,Hebrew,1,proper_noun
H6871,Zeruah,tse.ru.ah,Hebrew,1,proper_noun
H6876,Tyrian,tso.ri,Hebrew,5,proper_noun
H7331,Rezon,re.zon,Hebrew,1,proper_noun
H7346,Rehoboam,re.chav.am,Hebrew,50,proper_noun
H7418G,Ramoth,ra.mot,Hebrew,20,proper_noun
H7472,Rei,re.i,Hebrew,1,proper_noun
H7614J,Sheba,she.va,Hebrew,16,proper_noun
H7687G,Segub,se.guv,Hebrew,4,proper_noun
H7767,Shunammites,shu.nam.mit,Hebrew,8,proper_noun
H7888,Shilonite,shi.lo.ni,Hebrew,6,proper_noun
H7894,Shisha,shi.sha,Hebrew,1,proper_noun
H7895,Shishak,shi.shaq,Hebrew,10,proper_noun
H7977,Shilhi,shil.chi,Hebrew,2,proper_noun
H8096I,Shimei,shim.i,Hebrew,2,proper_noun
H8098A,Shemaiah,she.ma.ya.hu,Hebrew,5,proper_noun
H8106A,Shemer,she.mer,Hebrew,2,proper_noun
H8202H,Shaphat,sha.phat,Hebrew,4,proper_noun
H8402,Tibni,tiv.ni,Hebrew,3,proper_noun
H8453B,Tishbe,tish.beh,Hebrew,1,proper_noun
H8472G,Tahpenes,tach.pe.nes,Hebrew,3,proper_noun
H8607G,Tiphsah,tiph.sach,Hebrew,1,proper_noun
H8656H,Tirzah,tir.tsah,Hebrew,14,proper_noun
H8664,Tishbite,tish.bi,Hebrew,6,proper_noun
H0021,Abi,a.vi,Hebrew,1,proper_noun
H0152G,Adrammelech,ad.ram.me.lekh,Hebrew,1,proper_noun
H0152H,Adrammelech,ad.ram.me.lekh,Hebrew,2,proper_noun
H0223G,Uriah,u.riy.yah,Hebrew,6,proper_noun
H0274H,Ahaziah,a.chaz.ya.hu,Hebrew,30,proper_noun
H0296,Ahikam,a.chi.qam,Hebrew,20,proper_noun
H0425I,Elah,e.lah,Hebrew,4,proper_noun
H0471G,Eliakim,el.ya.qim,Hebrew,9,proper_noun
H0471I,Eliakim,el.ya.qim,Hebrew,2,proper_noun
H0476I,Elishama,e.li.sha.ma,Hebrew,2,proper_noun
H0494G,Elnathan,el.na.tan,Hebrew,1,proper_noun
H0526H,Amon,a.mon,Hebrew,14,proper_noun
H0531,Amoz,a.mots,Hebrew,13,proper_noun
H0549H,Amana,a.ma.nah,Hebrew,1,proper_noun
H0558G,Amaziah,a.mats.ya.hu,Hebrew,35,proper_noun
H0623G,Asaph,a.saph,Hebrew,4,proper_noun
H0634,Esarhaddon,e.sar-chad.don,Hebrew,6,proper_noun
H0683,Azaliah,a.tsal.ya.hu,Hebrew,2,proper_noun
H0709H,Argob,ar.gov,Hebrew,1,proper_noun
H0745,Arieh,ar.yeh,Hebrew,1,proper_noun
H0761H,Syrian,a.ram.mi,Hebrew,4,proper_noun
H0774,Arpad,ar.pad,Hebrew,6,proper_noun
H0807,Ashima,a.shi.ma,Hebrew,1,proper_noun
H0920,Bidkar,bid.qar,Hebrew,1,proper_noun
H1044,Beth-eked,bet-e.qed,Hebrew,4,proper_noun
H1081,Baladan,bal.a.dan,Hebrew,2,proper_noun
H1130H,Ben-hadad,ben-ha.dad,Hebrew,6,proper_noun
H1176,Baal-zebub,ba.al ze.vuv,Hebrew,8,proper_noun
H1190,Baal-shalishah,ba.al sha.li.shah,Hebrew,2,proper_noun
H1218,Bozkath,bots.qat,Hebrew,2,proper_noun
H1255,Merodach-baladan,be.ro.dakh bal.a.dan,Hebrew,2,proper_noun
H1424,Gadi,ga.di,Hebrew,2,proper_noun
H1436B,Gedaliah,ge.dal.ya.hu,Hebrew,24,proper_noun
H1470,Gozan,go.zan,Hebrew,5,proper_noun
H1483,Gur,gur,Hebrew,1,proper_noun
H1522,Gehazi,ge.cha.zi,Hebrew,12,proper_noun
H1537H,Gilgal,gil.gal,Hebrew,2,proper_noun
H1954G,Hoshea,ho.she.a,Hebrew,8,proper_noun
H2012,Hena,he.na,Hebrew,3,proper_noun
H2080,Zebidah,ze.vu.dah,Hebrew,4,proper_noun
H2148C,Zechariah,ze.khar.ya.hu,Hebrew,2,proper_noun
H2148P,Zechariah,ze.khar.ya.hu,Hebrew,3,proper_noun
H2249,Habor,cha.vor,Hebrew,3,proper_noun
H2396G,Hezekiah,chiz.qiy.ya.hu,Hebrew,123,proper_noun
H2468,Huldah,chul.dah,Hebrew,2,proper_noun
H2477,Halah,cha.lach,Hebrew,3,proper_noun
H2518G,Hilkiah,chil.qiy.ya.hu,Hebrew,6,proper_noun
H2518H,Hilkiah,chil.qiy.ya.hu,Hebrew,22,proper_noun
H2537,Hamutal,cha.mu.tal,Hebrew,9,proper_noun
H2743,Haruz,cha.ruts,Hebrew,1,proper_noun
H2745,Harhas,char.chas,Hebrew,1,proper_noun
H2970J,Jezaniah,ya.a.zan.ya.hu,Hebrew,2,proper_noun
H3003H,Jabesh,ya.vesh,Hebrew,3,proper_noun
H3040,Jedidah,ye.di.dah,Hebrew,1,proper_noun
H3059G,Jehoahaz,ye.ho.a.chaz,Hebrew,14,proper_noun
H3059H,Jehoahaz,ye.ho.a.chaz,Hebrew,4,proper_noun
H3060G,Jehoash,ye.ho.ash,Hebrew,7,proper_noun
H3060H,Jehoash,ye.ho.ash,Hebrew,10,proper_noun
H3066,Hebrew,ye.hu.dit,Hebrew,5,proper_noun
H3075G,Jehozabad,ye.ho.za.vad,Hebrew,2,proper_noun
H3077H,Jehoiada,ye.ho.ya.da,Hebrew,28,proper_noun
H3078,Jehoiachin,ye.ho.ya.khin,Hebrew,10,proper_noun
H3082G,Jonadab,ye.ho.na.dav,Hebrew,7,proper_noun
H3086,Jehoaddan,ye.ho.ad.dan,Hebrew,5,proper_noun
H3088I,Joram,ye.ho.ram,Hebrew,13,proper_noun
H3089,Jehosheba,ye.ho.she.va,Hebrew,1,proper_noun
H3091I,Joshua,ye.ho.shu.a,Hebrew,1,proper_noun
H3092J,Jehoshaphat,ye.ho.sha.phat,Hebrew,2,proper_noun
H3098G,Joah,yo.ach,Hebrew,6,proper_noun
H3099H,Joahaz,yo.a.chaz,Hebrew,1,proper_noun
H3101I,Joash,yo.ash,Hebrew,19,proper_noun
H3107G,Jozacar,yo.za.vad,Hebrew,1,proper_noun
H3110G,Johanan,yo.cha.nan,Hebrew,15,proper_noun
H3141H,Joram,yo.ram,Hebrew,13,proper_noun
H3141J,Joram,yo.ram,Hebrew,5,proper_noun
H3192,Jotbah,yot.vah,Hebrew,1,proper_noun
H3203,Jecoliah,ye.kha.le.ya.hu,Hebrew,5,proper_noun
H3239A,Janoah,ya.no.ach,Hebrew,1,proper_noun
H3371H,Joktheel,yoq.te.el,Hebrew,1,proper_noun
H3388,Jerusha ,ye.ru.sha ye.ru.shah,Hebrew,2,proper_noun
H3414G,Jeremiah,yir.me.ya.hu,Hebrew,3,proper_noun
H3458H,Ishmael,yish.ma.el,Hebrew,23,proper_noun
H3470A,Isaiah,ye.sha.ya.hu,Hebrew,32,proper_noun
H3526G,Washer's,ka.vas,Hebrew,3,proper_noun
H3575,Cuthah,ku.tah,Hebrew,2,proper_noun
H3746,Carite,ka.ri,Hebrew,5,proper_noun
H4320G,Micaiah,mi.kha.yah,Hebrew,1,proper_noun
H4338,Mesha,me.sha,Hebrew,1,proper_noun
H4505,Menahem,me.na.chem,Hebrew,8,proper_noun
H4519H,Manasseh,me.nash.sheh,Hebrew,24,proper_noun
H4918G,Meshullam,me.shul.lam,Hebrew,1,proper_noun
H4922,Meshullemeth,me.shul.le.met,Hebrew,1,proper_noun
H4977G,Mattan,mat.tan,Hebrew,2,proper_noun
H4983Q,Mattaniah,mat.tan.ya.hu,Hebrew,1,proper_noun
H5018,Nebuzaradan,ne.vu.zar.a.dan,Hebrew,16,proper_noun
H5026,Nibhaz,niv.chaz,Hebrew,1,proper_noun
H5179,Nehushta,ne.chush.ta,Hebrew,1,proper_noun
H5180,Nehushtan,ne.chush.tan,Hebrew,1,proper_noun
H5200,Netophathite,ne.to.pha.ti,Hebrew,11,proper_noun
H5268,Nisroch,nis.rokh,Hebrew,2,proper_noun
H5283I,Naaman,na.a.man,Hebrew,11,proper_noun
H5370,Nergal,ne.re.gal,Hebrew,1,proper_noun
H5418G,Nethaniah,ne.tan.ya.hu,Hebrew,16,proper_noun
H5419,Nathan-melech,ne.tan-me.lekh,Hebrew,2,proper_noun
H5495,Sur,sur,Hebrew,1,proper_noun
H5524,Succoth-benoth,suk.kot be.not,Hebrew,2,proper_noun
H5538,Silla,sil.la,Hebrew,1,proper_noun
H5554,Sela,se.la,Hebrew,4,proper_noun
H5576,Sennacherib,san.che.riv,Hebrew,13,proper_noun
H5616,Sepharvaim,se.phar.vi,Hebrew,1,proper_noun
H5617,Sepharvaim,se.phar.va.yim,Hebrew,9,proper_noun
H5718G,Adaiah,a.da.ya.hu,Hebrew,1,proper_noun
H5729,Eden,e.den,Hebrew,3,proper_noun
H5755,Ivvah,av.vah,Hebrew,4,proper_noun
H5761I,Avvite,av.vim,Hebrew,1,proper_noun
H5838x,Azariah,a.zar.yah a.zar.ya.hu,Hebrew,9,proper_noun
H5907H,Achbor,akh.bor,Hebrew,4,proper_noun
H6048,Anammelech,a.nam.me.lekh,Hebrew,1,proper_noun
H6222G,Asaiah,a.sa.yah,Hebrew,3,proper_noun
H6271G,Athaliah,a.tal.ya.hu,Hebrew,15,proper_noun
H6305G,Pedaiah,pe.da.ya.hu,Hebrew,1,proper_noun
H6322G,Pul,pul,Hebrew,3,proper_noun
H6492,Pekah,pe.qach,Hebrew,11,proper_noun
H6494,Pekahiah,pe.qach.yah,Hebrew,3,proper_noun
H6547L,Pharaoh,par.oh,Hebrew,6,proper_noun
H6547T,Pharaoh,par.oh,Hebrew,6,proper_noun
H6554,Pharpar,par.par,Hebrew,1,proper_noun
H6645,Zibiah,tsiv.yah,Hebrew,2,proper_noun
H6659H,Zadok,tsa.doq,Hebrew,2,proper_noun
H6667H,Zedekiah,tsid.qiy.ya.hu,Hebrew,54,proper_noun
H6811,Zair,tsa.ir,Hebrew,1,proper_noun
H6846G,Zephaniah,tse.phan.ya.hu,Hebrew,6,proper_noun
H7025,Kir-hareseth,qir che.re.s,Hebrew,10,proper_noun
H7143,Kareah,qa.re.ach,Hebrew,14,proper_noun
H7247H,Riblah,riv.lah,Hebrew,10,proper_noun
H7249G,Rab-saris,rav-sa.ris,Hebrew,2,proper_noun
H7262,Rabshakeh,rav.sha.qeh,Hebrew,32,proper_noun
H7316H,Rumah,ru.mah,Hebrew,1,proper_noun
H7394H,Rechab,re.khav,Hebrew,8,proper_noun
H7414K,Ramah,ra.mah,Hebrew,2,proper_noun
H7417A,Rimmon,rim.mon,Hebrew,3,proper_noun
H7425,Remaliah,re.mal.ya.hu,Hebrew,13,proper_noun
H7526G,Rezin,re.tsin,Hebrew,9,proper_noun
H7530,Rezeph,re.tseph,Hebrew,2,proper_noun
H7644,Shebna,shev.na,Hebrew,9,proper_noun
H7763G,Shomer,sho.mer,Hebrew,1,proper_noun
H7967G,Shallum,shal.lum,Hebrew,4,proper_noun
H7967H,Shallum,shal.lum,Hebrew,2,proper_noun
H8022,Shalmaneser,shal.man.e.ser,Hebrew,2,proper_noun
H8100,Shimeath,shim.at,Hebrew,2,proper_noun
H8118,Samaritan,sho.m.ro.ni,Hebrew,1,proper_noun
H8227B,Shaphan,sha.phan,Hebrew,29,proper_noun
H8272G,Sharezer,shar.e.tser,Hebrew,4,proper_noun
H8304H,Seraiah,se.ra.ya.hu,Hebrew,6,proper_noun
H8304I,Seraiah,se.ra.ya.hu,Hebrew,2,proper_noun
H8407,Tiglath-pileser,tig.lat pil.e.ser,Hebrew,12,proper_noun
H8515,Telassar,te.las.sar,Hebrew,2,proper_noun
H8576,Tanhumeth,tan.chu.met,Hebrew,2,proper_noun
H8612,Topheth,to.phet,Hebrew,9,proper_noun
H8616G,Tikvah,tiq.vah,Hebrew,2,proper_noun
H8640,Tirhakah,tir.ha.qah,Hebrew,2,proper_noun
H8661,Tartan,tar.tan,Hebrew,2,proper_noun
H8662,Tartak,tar.taq,Hebrew,1,proper_noun
H0031,Abihud,a.vi.hud,Hebrew,1,proper_noun
H0032H,Abihail,a.vi.cha.yil,Hebrew,1,proper_noun
H0043,Ebiasaph,ev.ya.saph a.vi.a.saph,Hebrew,3,proper_noun
H0044G,Abiezer,a.vi.e.zer,Hebrew,3,proper_noun
H0051,Abishur,a.vi.shur,Hebrew,2,proper_noun
H0146H,Addar,ad.dar,Hebrew,1,proper_noun
H0179,Obil,o.vil,Hebrew,1,proper_noun
H0198G,Ulam,u.lam,Hebrew,2,proper_noun
H0198H,Ulam,u.lam,Hebrew,2,proper_noun
H0207,Ono,o.no,Hebrew,5,proper_noun
H0208H,Onam,o.nam,Hebrew,2,proper_noun
H0222H,Uriel,u.ri.el,Hebrew,2,proper_noun
H0257,Ahban,ach.van,Hebrew,1,proper_noun
H0261,Ehud,e.chud,Hebrew,1,proper_noun
H0281J,Ahijah,a.chiy.ya.hu,Hebrew,1,proper_noun
H0281M,Ahijah,a.chiy.ya.hu,Hebrew,1,proper_noun
H0288I,Ahimelech,a.chi.me.lekh,Hebrew,4,proper_noun
H0291,Ahian,ach.yan,Hebrew,1,proper_noun
H0387J,Ethan,e.tan,Hebrew,3,proper_noun
H0443H,Elzabad,el.za.vad,Hebrew,1,proper_noun
H0445H,Elhanan,el.cha.nan,Hebrew,2,proper_noun
H0446K,Eliab,e.li.av,Hebrew,3,proper_noun
H0447G,Eliel,e.li.el,Hebrew,1,proper_noun
H0447M,Eliel,e.li.el,Hebrew,2,proper_noun
H0453H,Elihu,e.li.hu,Hebrew,1,proper_noun
H0453I,Elihu,e.li.hu,Hebrew,1,proper_noun
H0461K,Eliezer,e.li.e.zer,Hebrew,1,proper_noun
H0466,Eliphelehu,e.li.phe.le.hu,Hebrew,2,proper_noun
H0496,Elead,el.ad,Hebrew,1,proper_noun
H0499J,Eleazar,el.a.zar,Hebrew,3,proper_noun
H0508,Elpaal,el.pa.al,Hebrew,3,proper_noun
H0511K,Elkanah,el.qa.nah,Hebrew,1,proper_noun
H0593,Aniam,a.ni.am,Hebrew,1,proper_noun
H0609H,Asa,a.sa,Hebrew,1,proper_noun
H0623H,Asaph,a.saph,Hebrew,38,proper_noun
H0623K,Asaph,a.saph,Hebrew,1,proper_noun
H0649,Appaim,ap.pa.yim,Hebrew,2,proper_noun
H0675H,Ezbon,ets.bon,Hebrew,1,proper_noun
H0682A,Azel,a.tsel,Hebrew,6,proper_noun
H0684H,Ozem,o.tsem,Hebrew,1,proper_noun
H0758G,Aram,a.ram,Hebrew,4,proper_noun
H0767,Oren,o.ren,Hebrew,1,proper_noun
H0771,Ornan,or.nan,Hebrew,12,proper_noun
H0806,Ashhur,ash.chur,Hebrew,2,proper_noun
H0841,Asharelah,a.sar.e.lah,Hebrew,1,proper_noun
H0848,Eshtaolite,esh.ta.u.li,Hebrew,1,proper_noun
H0851,Eshtemoa,esh.te.mo.a,Hebrew,6,proper_noun
H0946,Bunah,bu.nah,Hebrew,1,proper_noun
H1004G,Beth-[ashbea],ba.yit,Hebrew,2,proper_noun
H1011,Beth-biri,bet bir.i,Hebrew,2,proper_noun
H1024,Beth-marcaboth,bet mar.ka.vot,Hebrew,4,proper_noun
H1074,Bocheru,bo.khe.ru,Hebrew,2,proper_noun
H1106H,Bela,be.la,Hebrew,1,proper_noun
H1141H,Benaiah,be.na.ya.hu,Hebrew,3,proper_noun
H1141J,Benaiah,be.na.ya.hu,Hebrew,5,proper_noun
H1141K,Benaiah,be.na.ya.hu,Hebrew,1,proper_noun
H1168H,Baal,ba.al,Hebrew,1,proper_noun
H1177H,Baal-hanan,ba.al cha.nan,Hebrew,2,proper_noun
H1199,Baara,ba.a.ra,Hebrew,1,proper_noun
H1283H,Beriah,be.ri.ah,Hebrew,1,proper_noun
H1283I,Beriah,be.ri.ah,Hebrew,2,proper_noun
H1283J,Beriah,be.ri.ah,Hebrew,2,proper_noun
H1296H,Berechiah,be.rekh.yah,Hebrew,3,proper_noun
H1296I,Berechiah,be.rekh.yah,Hebrew,1,proper_noun
H1332,Bithiah,bit.yah,Hebrew,1,proper_noun
H1436I,Gedaliah,ge.dal.ya.hu,Hebrew,2,proper_noun
H1446H,Gedor,ge.dor,Hebrew,1,proper_noun
H1449,Gederah,ge.de.rah,Hebrew,2,proper_noun
H1451,Gederite,ge.de.ri,Hebrew,1,proper_noun
H1452,Gederathite,ge.de.ra.ti,Hebrew,1,proper_noun
H1516K,Ge,gay,Hebrew,2,proper_noun
H1559H,Galal,ga.lal,Hebrew,2,proper_noun
H1617I,Gera,ge.ra,Hebrew,1,proper_noun
H1647H,Gershom,ge.re.shom,Hebrew,6,proper_noun
H1734I,Dodo,do.do,Hebrew,2,proper_noun
H1737,Dodai,do.day,Hebrew,1,proper_noun
H1840H,Daniel,da.niy.yel da.ni.el,Hebrew,1,proper_noun
H1905,Hagri,hag.ri,Hebrew,6,proper_noun
H1908H,Hadad,ha.dad,Hebrew,2,proper_noun
H1913G,Hadoram,ha.do.ram,Hebrew,1,proper_noun
H1938H,Hodaviah,ho.dav.yah,Hebrew,1,proper_noun
H1968I,Heman,he.man,Hebrew,14,proper_noun
H2024,Hara,ha.ra,Hebrew,1,proper_noun
H2066H,Zabad,za.vad,Hebrew,1,proper_noun
H2067I,Zabdi,zav.di,Hebrew,1,proper_noun
H2068G,Zabdiel,zav.di.el,Hebrew,1,proper_noun
H2069K,Zebadiah,ze.vad.ya.hu,Hebrew,1,proper_noun
H2117,Zaza,za.za,Hebrew,1,proper_noun
H2125,Zizah,zi.zah,Hebrew,1,proper_noun
H2139J,Zaccur,zak.kur,Hebrew,3,proper_noun
H2147M,Zichri,zikh.ri,Hebrew,1,proper_noun
H2148A,Zechariah,ze.khar.ya.hu,Hebrew,7,proper_noun
H2241,Zetham,ze.tam,Hebrew,2,proper_noun
H2276,Hebronite,chev.ro.ni,Hebrew,6,proper_noun
H2361G,Hiram,chu.ram,Hebrew,8,proper_noun
H2366A,Hushim,chu.shim,Hebrew,2,proper_noun
H2453G,Hachmonite,chakh.mo.ni,Hebrew,1,proper_noun
H2453H,Hachmoni,chakh.mo.ni,Hebrew,1,proper_noun
H2458,Helah,chel.ah,Hebrew,2,proper_noun
H2469H,Heldai,chel.day,Hebrew,1,proper_noun
H2503G,Helez,che.lets,Hebrew,3,proper_noun
H2526H,Ham,cham,Hebrew,5,proper_noun
H2575B,Hammath,cham.mat,Hebrew,1,proper_noun
H2605H,Hanan,cha.nan,Hebrew,2,proper_noun
H2621H,Hosah,cho.sah,Hebrew,4,proper_noun
H2650G,Huppim,chup.pim,Hebrew,2,proper_noun
H2702,Hazar-susim,cha.tsar su.sim,Hebrew,2,proper_noun
H2705,Hazar-shual,cha.tsar shu.al,Hebrew,8,proper_noun
H2811I,Hashabiah,cha.shav.ya.hu,Hebrew,2,proper_noun
H2811J,Hashabiah,cha.shav.ya.hu,Hebrew,1,proper_noun
H2880,Tibhath,tiv.chat,Hebrew,1,proper_noun
H3005,Ibsam,yiv.sam,Hebrew,1,proper_noun
H3031,Idbash,yid.bash,Hebrew,1,proper_noun
H3038G,Jeduthun,ye.du.tun,Hebrew,21,proper_noun
H3038H,Jeduthun,ye.du.tun,Hebrew,5,proper_noun
H3043G,Jediael,ye.di.a.el,Hebrew,3,proper_noun
H3043I,Jediael,ye.di.a.el,Hebrew,1,proper_noun
H3047,Jada,ya.da,Hebrew,2,proper_noun
H3076G,Johanan,ye.ho.cha.nan,Hebrew,1,proper_noun
H3077I,Jehoiada,ye.ho.ya.da,Hebrew,1,proper_noun
H3083K,Jonathan,ye.ho.na.tan,Hebrew,1,proper_noun
H3087,Jehozadak,ye.ho.tsa.daq,Hebrew,8,proper_noun
H3097H,Joab,yo.av,Hebrew,1,proper_noun
H3100J,Joel,yo.el,Hebrew,1,proper_noun
H3100N,Joel,yo.el,Hebrew,2,proper_noun
H3100O,Joel,yo.el,Hebrew,2,proper_noun
H3101K,Joash,yo.ash,Hebrew,1,proper_noun
H3107H,Jozabad,yo.za.vad,Hebrew,1,proper_noun
H3107I,Jozabad,yo.za.vad,Hebrew,1,proper_noun
H3107J,Jozabad,yo.za.vad,Hebrew,1,proper_noun
H3130I,Joseph,yo.seph,Hebrew,2,proper_noun
H3135H,Joash,yo.ash,Hebrew,1,proper_noun
H3137,Jokim,yo.qim,Hebrew,1,proper_noun
H3151,Jaziz,ya.ziz,Hebrew,1,proper_noun
H3155,Izrahite,yiz.rach,Hebrew,1,proper_noun
H3157J,Jezreel,yiz.re.el,Hebrew,1,proper_noun
H3164,Jahdiel,yach.di.el,Hebrew,1,proper_noun
H3165H,Jehdeiah,yech.de.ya.hu,Hebrew,1,proper_noun
H3166G,Jahaziel,ya.cha.zi.el,Hebrew,1,proper_noun
H3166H,Jahaziel,ya.cha.zi.el,Hebrew,1,proper_noun
H3171G,Jehiel,ye.chi.el,Hebrew,3,proper_noun
H3171H,Jehiel,ye.chi.el,Hebrew,2,proper_noun
H3171I,Jehiel,ye.chi.el,Hebrew,1,proper_noun
H3172,Jehieli,ye.chi.e.li,Hebrew,2,proper_noun
H3181,Jahmai,yach.may,Hebrew,1,proper_noun
H3189H,Jahath,ya.chat,Hebrew,1,proper_noun
H3210,Jalon,ya.lon,Hebrew,1,proper_noun
H3226H,Jamin,ya.min,Hebrew,1,proper_noun
H3258G,Jabez,ya.bets,Hebrew,1,proper_noun
H3258H,Jabez,ya.bets,Hebrew,3,proper_noun
H3265,Jair,ya.ir,Hebrew,4,proper_noun
H3266J,Jeush,ye.ush,Hebrew,2,proper_noun
H3273G,Jeiel,ye.i.el,Hebrew,2,proper_noun
H3273I,Jeiel,ye.i.el,Hebrew,4,proper_noun
H3273P,Jeiel,ye.i.el,Hebrew,4,proper_noun
H3325,Izharite,yits.ha.ri,Hebrew,4,proper_noun
H3396G,Jerahmeel,ye.rach.me.el,Hebrew,6,proper_noun
H3398,Jarha,yar.cha,Hebrew,2,proper_noun
H3400,Jeriel,ye.ri.el,Hebrew,1,proper_noun
H3404H,Jerijah,ye.riy.ya.hu,Hebrew,1,proper_noun
H3406G,Jerimoth,ye.ri.mot,Hebrew,1,proper_noun
H3414H,Jeremiah,yir.me.ya.hu,Hebrew,1,proper_noun
H3414I,Jeremiah,yir.me.ya.hu,Hebrew,1,proper_noun
H3431,Ishbah,yish.bach,Hebrew,1,proper_noun
H3433,Lehem,ya.shu.vi la.chem,Hebrew,2,proper_noun
H3434G,Jashobeam,ya.shov.am,Hebrew,2,proper_noun
H3457,Ishma,yish.ma,Hebrew,1,proper_noun
H3458I,Ishmael,yish.ma.el,Hebrew,2,proper_noun
H3460G,Ishmaiah,yish.ma.ya.hu,Hebrew,1,proper_noun
H3469J,Ishi,yish.i,Hebrew,1,proper_noun
H3470H,Jeshaiah,ye.sha.ya.hu,Hebrew,2,proper_noun
H3485H,Issachar,yis.sa.s.khar,Hebrew,1,proper_noun
H3492,Jattir,yat.tir,Hebrew,4,proper_noun
H3500I,Jether,ye.ter,Hebrew,2,proper_noun
H3500J,Jether,ye.ter,Hebrew,1,proper_noun
H3505,Ithrite,yit.ri,Hebrew,5,proper_noun
H3560,Cun,kun,Hebrew,1,proper_noun
H3578,Cozeba,ko.ze.va,Hebrew,1,proper_noun
H3592,Chidon,ki.don,Hebrew,1,proper_noun
H3612H,Caleb,ka.lev,Hebrew,7,proper_noun
H3613,Caleb,ka.lev eph.ra.tah,Hebrew,2,proper_noun
H3620H,Chelub,ke.luv,Hebrew,1,proper_noun
H3663,Chenaniah,ke.nan.ya.hu,Hebrew,3,proper_noun
H3850,Lod,lod,Hebrew,4,proper_noun
H3902,Lahmi,lach.mi,Hebrew,1,proper_noun
H3922,Lecah,le.khah,Hebrew,1,proper_noun
H3935,Laadah,la.dah,Hebrew,1,proper_noun
H3949,Likhi,liq.chi,Hebrew,1,proper_noun
H4121,Maharai,ma.ha.ray,Hebrew,3,proper_noun
H4140,Molid,mo.lid,Hebrew,1,proper_noun
H4249G,Mahli,mach.li,Hebrew,9,proper_noun
H4317M,Michael,mi.kha.el,Hebrew,1,proper_noun
H4409G,Malluch,mal.lukh,Hebrew,1,proper_noun
H4506A,Manahath,ma.na.chat,Hebrew,1,proper_noun
H4506H,Menuhoth,ma.na.chat,Hebrew,1,proper_noun
H4586G,Meunite,me.u.nim,Hebrew,5,proper_noun
H4587,Meonothai,me.o.no.tay,Hebrew,2,proper_noun
H4601M,Maacah,ma.a.khah,Hebrew,2,proper_noun
H4601N,Maacah,ma.a.khah,Hebrew,2,proper_noun
H4601P,Maacah,ma.a.khah,Hebrew,1,proper_noun
H4619,Maaz,ma.ats,Hebrew,1,proper_noun
H4641G,Maaseiah,ma.a.se.ya.hu,Hebrew,2,proper_noun
H4732G,Mikloth,miq.lot,Hebrew,3,proper_noun
H4732H,Mikloth,miq.lot,Hebrew,1,proper_noun
H4737,Mikneiah,miq.ne.ya.hu,Hebrew,2,proper_noun
H4762H,Mareshah,ma.re.shah,Hebrew,1,proper_noun
H4778,Mered,me.red,Hebrew,2,proper_noun
H4813H,Miriam,mir.yam,Hebrew,1,proper_noun
H4824,Meronothite,me.ro.no.ti,Hebrew,2,proper_noun
