"strong","strong_variant","sort","sense_code","gloss","verse_refs","note","row_type"
"H2604","","0","1)","to show favour","","","lookup"
"H2604","","1","1a)","(P'al) to show favour","","","description"
"H2604","","2","1b)","(Ithpael) to implore favour","","","description"
"H2610","","0","1)","to be profaned, be defiled, be polluted, be corrupt","","","description"
"H2610","","1","1a)","(Qal)","","","not applicable"
"H2610","","2","1a1)","to be polluted","","","lookup"
"H2610","","3","1a2)","to be profane, be godless","","","description"
"H2610","","4","1b)","(Hiphil)","","","not applicable"
"H2610","","5","1b1)","to pollute","","","lookup"
"H2610","","6","1b2)","to make profane, make godless, cause to be defiled","","","description"
"H2612","","0","","hypocrisy, godlessness, hypocrite, profaneness","","","description"
"H2616","","0","1)","to be good, be kind","","","description"
"H2616","","1","1a)","(Hithpael) to show kindness to oneself","","","description"
"H2617","","0","","goodness, kindness, faithfulness","","","lookup"
"H2620","","0","1)","(Qal) to seek refuge, flee for protection","","","description"
"H2620","","1","1a)","to put trust in (God), confide or hope in (God) (fig.)","","","description"
"H2622","","0","","refuge, shelter","","","lookup"
"H2623","","0","1)","faithful, kind, godly, holy one, saint, pious","","","description"
"H2623","","1","1a)","kind","","","lookup"
"H2623","","2","1b)","pious, godly","","","lookup"
"H2623","","3","1c)","faithful ones (subst)","","","lookup"
"H2632","","0","","power, strength, power (of the king), (royal) power","","","description"
"H2632","","1","","Aramaic of shil.ton (שִׁלְטוֹן ""authority"" H7983)","","","description"
"H2633","","0","","riches, treasure, wealth","","","lookup"
"H2634","","0","","strong","","","lookup"
"H2637","","0","1)","to lack, be without, decrease, be lacking, have a need","","","description"
"H2637","","1","1a)","(Qal)","","","not applicable"
"H2637","","2","1a1)","to lack","","","lookup"
"H2637","","3","1a2)","to be lacking","","","lookup"
"H2637","","4","1a3)","to diminish, decrease","","","lookup"
"H2637","","5","1b)","(Piel) to cause to lack","","","description"
"H2637","","6","1c)","(Hiphil) to cause to be lacking","","","description"
"H2643","","0","","innocent, pure, clean","","","lookup"
"H2654","","0","1)","to delight in, take pleasure in, desire, be pleased with","","","description"
"H2654","","1","1a)","(Qal)","","","not applicable"
"H2654","","2","1a1)","of men","","","lookup"
"H2654","","3","1a1a)","to take pleasure in, delight in","","","description"
"H2654","","4","1a1b)","to delight, desire, be pleased to do","","","description"
"H2654","","5","1a2)","of God","","","lookup"
"H2654","","6","1a2a)","to delight in, have pleasure in","","","description"
"H2654","","7","1a2b)","to be pleased to do","","","description"
"H2655","","0","","desiring, delighting in, having pleasure in","","","description"
"H2656","","0","1)","delight, pleasure","","","lookup"
"H2656","","1","1a)","delight","","","lookup"
"H2656","","2","1b)","desire, longing","","","lookup"
"H2656","","3","1c)","the good pleasure","","","lookup"
"H2656","","4","1d)","that in which one takes delight","","","description"
"H2657","","0","","A location first mentioned at Jos.10.1;","","","description"
"H2657","","1","","referred to as Jerusalem (יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם), or Jerusalem (Aramiac יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם), or Ariel (אֲרִיאֵל), or My Delight Is in Her (KJV= Hephzibah) (חֶפְצִי־בָהּ), or Forsaken (NIV= Deserted) (עָזַב), or Desolate (שְׁמָמָה), or Married (KJV, NIV= Beulah) (בָּעַל), or Jebus (יְבוּס), or Jebus or Jebusite (יְבוּסִי), or The Lord/ Is There (יְהֹוָה שָׁם), or The Lord/ Is There (=Alt tag) (יְהֹוָה שָׁמָּה), or City/ of the Lord (יְהֹוָה עִיר), or Salem (שָׁלֵם), or Zion or (Mount )Zion (צִיּוֹן), or Jerusalem (Ἱεροσόλυμα), or Jerusalem (Ἱερουσαλήμ), or Jerusalem (Ἱεροσολυμίτης), or Salem (Σαλήμ), or Zion or (Mount )Zion (KJV= Sion) (Σιών). §","","","description"
"H2659","","0","1)","to be ashamed, be confounded, be abashed, feel abashed","","","description"
"H2659","","1","1a)","(Qal) to be ashamed, be abashed","","","description"
"H2659","","2","1b)","(Hiphil) to display shame, demonstrate shame, cause embarrassment","","","description"
"H2664","","0","1)","to search, search for, to search out, disguise oneself","","","description"
"H2664","","1","1a)","(Qal)","","","not applicable"
"H2664","","2","1a1)","to search for","","","lookup"
"H2664","","3","1a2)","to think out, devise","","","description"
"H2664","","4","1a3)","to search, test","","","lookup"
"H2664","","5","1b)","(Niphal) to be searched out, be exposed","","","description"
"H2664","","6","1c)","(Piel) to search, search through, search for","","","description"
"H2664","","7","1d)","(Pual) to be searched for, be sought out","","","description"
"H2664","","8","1e)","(Hithpael)","","","not applicable"
"H2664","","9","1e1)","to disguise oneself","","","lookup"
"H2664","","10","1e2)","to let oneself be searched for","","","description"
"H2665","","0","","trick, plot, (shrewd) device","","","description"
"H2666","","0","","(Pual) to be free, be freed","","","description"
"H2685","","0","","(Aphel) to be urgent, harsh, show insolence","","","description"
"H2711","","0","","decree, resolve, statute, action prescribed","","","description"
"H2711","","1","","Another spelling of choq (חֹק "": decree"" H2706)","","","description"
"H2713","","0","1)","to search, search for, search out, examine, investigate","","","description"
"H2713","","1","1a)","(Qal)","","","not applicable"
"H2713","","2","1a1)","to search (for)","","","lookup"
"H2713","","3","1a2)","to search through, explore","","","description"
"H2713","","4","1a3)","to examine thoroughly","","","lookup"
"H2713","","5","1b)","(Niphal)","","","not applicable"
"H2713","","6","1b1)","to be searched out, be found out, be ascertained, be examined","","","description"
"H2713","","7","1c)","(Piel) to search out, seek out","","","description"
"H2714","","0","","a search, investigation, searching, enquiry, thing to be searched out","","","description"
"H2718","","0","1)","to dry up, be waste","","","description"
"H2718","","1","1a)","(Hophal) to be laid waste","","","description"
"H2727","","0","","(Qal) to shake from fear, tremble, quake","","","description"
"H2729","","0","1)","to tremble, quake, move about, be afraid, be startled, be terrified","","","description"
"H2729","","1","1a)","(Qal)","","","not applicable"
"H2729","","2","1a1)","to tremble, quake (of a mountain)","","","description"
"H2729","","3","1a2)","to tremble (of people)","","","description"
"H2729","","4","1a3)","to be anxiously careful","","","description"
"H2729","","5","1a4)","to go or come trembling (with prep)","","","description"
"H2729","","6","1b)","(Hiphil)","","","not applicable"
"H2729","","7","1b1)","to cause to tremble","","","description"
"H2729","","8","1b2)","to drive in terror, rout (an army)","","","description"
"H2730","","0","","trembling, fearful, afraid","","","lookup"
"H2731","","0","1)","fear, anxiety, quaking, trembling, (extreme) anxiety, anxious care","","","description"
"H2731","","1","1a)","trembling, quaking","","","lookup"
"H2731","","2","1b)","anxious care","","","lookup"
"H2734","","0","1)","to be hot, furious, burn, becomeangry, be kindled","","","description"
"H2734","","1","1a)","(Qal) to burn, kindle (anger)","","","description"
"H2734","","2","1b)","(Niphal) to be angry with, be incensed","","","description"
"H2734","","3","1c)","(Hiphil) to burn, kindle","","","description"
"H2734","","4","1d)","(Hithpael) to heat oneself in vexation","","","description"
"H2740","","0","1)","anger, heat, burning (of anger)","","","description"
"H2740","","1","1a)","always used of God's anger","","","description"
"H2747","","0","1)","an engraving tool, stylus, chisel, graving tool","","","description"
"H2747","","1","1a)","graving tool","","","lookup"
"H2747","","2","1b)","stylus","","","lookup"
"H2763","","0","1)","to ban, devote, destroy utterly, completely destroy, dedicate for destruction, exterminate","","","description"
"H2763","","1","1a)","(Hiphil)","","","not applicable"
"H2763","","2","1a1)","to prohibit (for common use), ban","","","description"
"H2763","","3","1a2)","to consecrate, devote, dedicate for destruction","","","description"
"H2763","","4","1a3)","to exterminate, completely destroy","","","description"
"H2763","","5","1b)","(Hophal)","","","not applicable"
"H2763","","6","1b1)","to be put under the ban, be devoted to destruction","","","description"
"H2763","","7","1b2)","to be devoted, be forfeited","","","description"
"H2763","","8","1b3)","to be completely destroyed","","","description"
"H2764","","0","1)","a thing devoted, thing dedicated, ban, devotion","","","description"
"H2764","","1","2)","have been utterly destroyed, (appointed to) utter destruction","","","description"
"H2778","","0","1)","to reproach, taunt, blaspheme, defy, jeopardise, rail, upbraid","","","description"
"H2778","","1","1a)","(Qal) to reproach","","","lookup"
"H2778","","2","1b)","(Piel) to reproach, defy, taunt","","","description"
"H2781","","0","1)","reproach, scorn","","","lookup"
"H2781","","1","1a)","taunt, scorn (upon enemy)","","","description"
"H2781","","2","1b)","reproach (resting upon condition of shame, disgrace)","","","description"
"H2781","","3","1c)","a reproach (an object)","","","description"
"H2782","","0","1)","to cut, sharpen, decide, decree, determine, maim, move, be decisive, be mutilated","","","description"
"H2782","","1","1a)","(Qal)","","","not applicable"
"H2782","","2","1a1)","to cut, mutilate","","","lookup"
"H2782","","3","1a2)","to sharpen","","","lookup"
"H2782","","4","1a3)","to decide","","","lookup"
"H2782","","5","1b)","(Niphal) to be decisive","","","description"
"H2790","","0","1)","to cut in, plough, engrave, devise","","","description"
"H2790","","1","1a)","(Qal)","","","not applicable"
"H2790","","2","1a1)","to cut in, engrave","","","description"
"H2790","","3","1a2)","to plough","","","lookup"
"H2790","","4","1a3)","to devise","","","lookup"
"H2790","","5","1b)","(Niphal) to be ploughed","","","description"
"H2790","","6","1c)","(Hiphil) to plot evil","","","description"
"H2795","","0","","deaf","","","lookup"
"H2803","","0","1)","to think, plan, esteem, calculate, invent, make a judgment, imagine, count","","","description"
"H2803","","1","1a)","(Qal)","","","not applicable"
"H2803","","2","1a1)","to think, account","","","lookup"
"H2803","","3","1a2)","to plan, devise, mean","","","description"
"H2803","","4","1a3)","to charge, impute, reckon","","","description"
"H2803","","5","1a4)","to esteem, value, regard","","","description"
"H2803","","6","1a5)","to invent","","","lookup"
"H2803","","7","1b)","(Niphal)","","","not applicable"
"H2803","","8","1b1)","to be accounted, be thought, be esteemed","","","description"
"H2803","","9","1b2)","to be computed, be reckoned","","","description"
"H2803","","10","1b3)","to be imputed","","","lookup"
"H2803","","11","1c)","(Piel)","","","not applicable"
"H2803","","12","1c1)","to think upon, consider, be mindful of","","","description"
"H2803","","13","1c2)","to think to do, devise, plan","","","description"
"H2803","","14","1c3)","to count, reckon","","","lookup"
"H2803","","15","1d)","(Hithpael) to be considered","","","description"
"H2808","","0","","account, reasoning, reckoning","","","lookup"
"H2814","","0","1)","to be silent, quiet, still, inactive","","","description"
"H2814","","1","1a)","(Qal) to be silent, be still","","","description"
"H2814","","2","1b)","(Hiphil)","","","not applicable"
"H2814","","3","1b1)","to be silent, exhibit silence","","","description"
"H2814","","4","1b2)","to show inactivity, be inactive","","","description"
"H2814","","5","1b3)","to make silent, make quiet, cause to be still","","","description"
"H2821","","0","1)","to be or become dark, grow dim, be darkened, be black, be hidden","","","description"
"H2821","","1","1a)","(Qal)","","","not applicable"
"H2821","","2","1a1)","to be or grow dark","","","description"
"H2821","","3","1a2)","to have a dark colour","","","description"
"H2821","","4","1a3)","to grow dim","","","lookup"
"H2821","","5","1b)","(Hiphil)","","","not applicable"
"H2821","","6","1b1)","to make dark, cause to be dark","","","description"
"H2821","","7","1b2)","to hide, conceal","","","lookup"
"H2821","","8","1b3)","to obscure, confuse (fig.)","","","description"
"H2826","","0","1)","to shatter","","","lookup"
